operator_name,domain_name,domain_id,counter_site,counter_site_id,counter_serial,longitude,latitude,timezone,iso_timestamp,channels_in,channels_out,channels_unknown,channels_all,site_temperature,site_rain_accumulation,site_snow_accumulation
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-03: Bucher Stausee,300043279,MLT24050327,10.159574,48.907455,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,216,169,na,385,17.0,2.5,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-03: Bucher Stausee,300043279,MLT24050327,10.159574,48.907455,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,213,141,na,354,16.0,1.2,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-03: Bucher Stausee,300043279,MLT24050327,10.159574,48.907455,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,419,292,na,711,18.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-03: Bucher Stausee,300043279,MLT24050327,10.159574,48.907455,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,113,73,na,186,16.5,0.8,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-03: Bucher Stausee,300043279,MLT24050327,10.159574,48.907455,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,297,225,na,522,na,na,na
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,593,849,na,1442,14.0,0.0,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,605,844,na,1449,15.5,0.0,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,463,626,na,1089,17.5,3.0,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,725,966,na,1691,17.5,11.2,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,771,1139,na,1910,18.5,0.0,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,517,689,na,1206,17.5,7.0,0.0
Eco Counter GmbH,Stadt Konstanz,6456,Beethovenstraße,300047091,Y2H26033812,9.1945,47.67087,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,695,991,na,1686,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,735,499,na,1234,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,579,391,na,970,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,408,259,na,667,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,1089,809,na,1898,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,1132,890,na,2022,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,820,667,na,1487,na,na,na
Eco Counter GmbH,Stadt Emmendingen,9375,Neubronnstraße,300047174,COM24090261,7.864787,48.112831,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,1139,855,na,1994,na,na,na
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,144,125,na,269,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,128,116,na,244,17.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,128,95,na,223,18.5,2.2,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,152,125,na,277,18.5,0.3,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,207,168,na,375,20.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,172,112,na,284,18.0,3.5,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rommelshauser Straße, Rommelshausen Endersbach (L1198)",300047874,ZLT24111465,9.3359772,48.8082522,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,153,148,na,301,na,na,na
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,126,138,na,264,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,93,85,na,178,17.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,79,59,na,138,18.5,2.2,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,172,177,na,349,18.5,0.3,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,223,232,na,455,20.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,213,153,na,366,18.0,3.5,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Schmidener Straße, Waiblingen (K1910)",300047876,ZLT24111462,9.2989198,48.8363038,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,161,172,na,333,na,na,na
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,22,47,na,69,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,36,46,na,82,17.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,32,32,na,64,18.5,2.2,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,23,22,na,45,18.5,0.3,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,50,55,na,105,20.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,22,20,na,42,18.0,3.5,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,Weilerstraße Schwaikheim (K1850),300047882,ZLT25122999,9.3597709,48.8878663,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,33,39,na,72,na,na,na
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,7,16,na,23,15.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,19,10,na,29,16.5,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,7,9,na,16,17.5,8.1,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,7,11,na,18,18.0,0.5,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,6,10,na,16,19.5,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,3,1,na,4,17.5,3.1,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Rudersberger Straße, Heutensbach (K1841)",300047904,ZLT24111464,9.4806127,48.9025417,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,8,20,na,28,na,na,na
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,170,176,na,346,15.0,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,226,239,na,465,16.5,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,223,205,na,428,17.5,8.1,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,170,176,na,346,17.5,0.5,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,267,284,na,551,19.5,0.0,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,95,78,na,173,17.5,3.1,0.0
Eco Counter GmbH,Landratsamt Rems-Murr-Kreis,7959,"Märchenstraße, Bartenbach (L1066)",300047907,ZLT24111463,9.5388609,48.994247,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,191,183,na,374,na,na,na
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,138,24,na,162,14.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,128,33,na,161,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,90,23,na,113,16.5,2.5,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,104,16,na,120,16.0,1.2,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,203,38,na,241,18.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,83,17,na,100,17.0,0.8,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-07: Westhausen,300047924,ZLT25122964,10.1474782,48.8879177,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,157,37,na,194,na,na,na
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,15,13,na,28,14.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,18,9,na,27,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,12,8,na,20,17.0,2.5,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,13,10,na,23,16.0,1.2,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,20,13,na,33,18.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,10,7,na,17,16.5,0.8,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-11: Ellwangen-Röhlingen,300047961,ZLT24101435,10.2689743,48.9379408,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,19,15,na,34,na,na,na
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,172,188,na,360,14.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,152,149,na,301,16.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,98,119,na,217,17.5,7.1,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,141,159,na,300,17.0,0.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,208,226,na,434,19.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,149,163,na,312,17.0,1.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-08: Waldstetten,300047979,ZLT24101434,9.8133394,48.7805881,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,186,191,na,377,na,na,na
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,216,218,na,434,14.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,387,357,na,744,16.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,337,253,na,590,17.5,7.1,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,186,168,na,354,17.0,0.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,398,368,na,766,19.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,110,99,na,209,17.0,1.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-10: Lorch,300048016,ZLT25122959,9.7209699,48.7911071,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,240,229,na,469,na,na,na
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,490,457,na,947,17.0,0.0,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,692,645,na,1337,18.5,0.0,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,439,413,na,852,19.0,3.6,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,412,405,na,817,19.5,2.5,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,763,717,na,1480,21.5,0.0,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,327,325,na,652,18.0,4.4,0.0
Eco Counter GmbH,Regierungspräsidium Stuttgart Aussenstelle Heilbronn,9407,Bad Wimpfen,300048165,COM24100274,9.183612,49.231792,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,533,493,na,1026,na,na,na
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,34,41,na,75,14.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,65,57,na,122,16.0,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,67,60,na,127,17.5,7.1,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,39,29,na,68,16.5,0.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,66,96,na,162,19.5,0.0,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,26,19,na,45,17.0,1.7,0.0
Eco Counter GmbH,Landratsamt Ostalbkreis,9187,OAK-9: Göggingen-Horn,300048419,ZLT25122961,9.91691464,48.8472236,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,39,43,na,82,na,na,na
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,na,na,8346,8346,16.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,na,na,6885,6885,17.5,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,na,na,3462,3462,19.5,1.5,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,na,na,10124,10124,20.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,na,na,10799,10799,22.0,0.0,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,na,na,8175,8175,18.0,3.4,0.0
Eco Counter GmbH,Stadt Freiburg,751,FR6 Rotteckring / H Theater,300049632,,7.846005856990815,47.99559925236635,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,na,na,10162,10162,na,na,na
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,525,514,na,1039,16.0,0.0,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-12T00:00:00+02:00,501,455,na,956,18.0,0.0,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-13T00:00:00+02:00,416,351,na,767,19.0,3.3,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-14T00:00:00+02:00,551,534,na,1085,18.5,1.1,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-15T00:00:00+02:00,660,611,na,1271,21.0,0.0,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-16T00:00:00+02:00,424,405,na,829,17.5,3.1,0.0
Eco Counter GmbH,Stadt Pforzheim,9723,Emma-Jäger-Straße,300060591,ZLT25072244,8.7065645,48.8891721,(UTC+01:00) Europe/Paris DST,2026-09-17T00:00:00+02:00,560,538,na,1098,na,na,na
Eco Counter GmbH,Stadt Neckarsulm,9785,Heilbronner Straße,300062158,COM25090448,9.223623275756838,49.17927769452962,(UTC+01:00) Europe/Paris DST,2026-09-11T00:00:00+02:00,131,117,na,248,17.0,0.0,0.0
