svznr,zstart,klasse,nummer,gpsx1,gpsy1,RI,RII,DTV2024,DTVSV
73201421,TM,K,1051,9.137934999999995,48.65687799999996,"L 1208/K 1051 Steinenbronn, Kreisverkehr",K 1051/K 1053/K 1054 bei Waldenbuch,5146,202
73201417,TM,K,1053,9.142857000000037,48.65105400001069,L 1208/K 1053 Waldenbuch,K 1051/K 1053/K 1054 bei Waldenbuch,5279,210
73201210,TM,L,1185,9.16007,48.63544500000001,L 1208/L 1185 Waldenbuch,L 1185/L 1209 Burkhardtsmühle,7755,219
73201211,TM,L,1208,9.127544000000007,48.65025699999997,"L 1185/L 1208 Waldenbuch, Kreisverkehr",L 1208/K 1051 Steinenbronn,7725,238
73201420,TM,K,1074,9.052165000000011,48.65320600001069,K 1048/K 1074 bei Holzgerlingen,L 1185/K 1074 Schönaich,9585,245
73201213,TM,L,1185,9.069800999999998,48.64930099999996,L 1185/K 1074 Schönaich,L 1185/K 1048 bei Schönaich,4964,163
72191001,MZ,A,8,8.990114999999996,48.78583100000002,AS Leonberg-West A 8/B 295 (048),AD Leonberg A8/A81 (49/19),99734,16582
70191413,TM,K,1698,8.955762000000005,48.947562000000005,K 1697/K 1698 bei Vaihingen a.d.E,"L 1125/K 1698 bei Vaihingen a.d.E., Kreisverkehr",5541,820
71221108,MZ,B,14,9.38728200000008,48.88329000001097,"B14, WN*Winnenden;bei, \""Winnenden-Süd\"" (Gabelung)","B14/K1845, WN*Nellmersbach;bei",31616,1317
72191105,TM,B,464,8.954397999999998,48.709317,B 464/K 1004 bei Sindelfingen-Maichingen,B 464/L 1183 bei Sindelfingen,20980,1482
71211113,MZ,B,14,9.315417000000004,48.81691499999997,"B14/L1193, WN*Waibl., \""Waiblingen-Süd\"" (Gabelung u. AS)","B14/B14 getr.verl.FB, WN*Waiblingen;bei",79382,3141
70211407,TM,K,1835,9.330986000000069,48.93692900001109,"K 1604/K 1835 Kreisgr. b. Affalterb., LK LB/Rems-Murr-Kreis","K1834/K1835, WN*Kirchberg a.d.M. (West)",1895,156
70221217,TM,L,1114,9.349091000000085,48.9486780000111,"L1114/K1834, WN*Kirchberg a.d.M. (Ost)","L1114/L1124, WN*Frühmeßhof;beim",2761,109
71221434,TM,K,1868,9.421957000000091,48.85265600001095,"K1868/K1913, WN*Breuningsweiler;bei","K1868/K1869, WN*Lehnenberg;bei",637,27
72191419,TM,K,1064,8.923376,48.71513600000003,L 1182/K 1064 bei Grafenau,"L 1185/K 1004/K 1064 Sindelfingen-Maichingen, Kreisverkehr",5214,140
72191232,TM,L,1189,8.939258999999995,48.73281399999997,L 1182/L 1189 bei Weil der Stadt-Schafhausen,B 464/L 1189 Sindelfingen-Maichingen,1533,18
72191108,TM,B,295,8.934328999999995,48.759222,B 295/K 1015 bei Renningen,B 295/B 464 AS Renningen-Süd,22978,1280
72191110,TM,B,464,8.951021000000004,48.73344600000004,B 464/L 1189 Sindelfingen-Maichingen,B 464/K 1004 bei Sindelfingen-Maichingen,27518,2265
72191423,TM,K,1060,8.927570000000001,48.78076799999995,K1060 Industriegebiet Renningen,K1013 Kreisverkehr Brunnen,6315,165
73191433,TM,K,1001,8.911802999999987,48.67730600001076,K 1001/K 1066 bei Aidlingen,K 1001/K 1002 bei Ehningen,2033,27
73191202,TM,K,1066,8.922878,48.67997700000002,K 1022/K 1066 Aidlingen-Deufringen,L 1183/K 1066 bei Sindelfingen,8746,222
72191420,TM,K,1008,8.959076999999997,48.76145600000003,Warmbronn,Renningen,2130,60
70191224,TM,L,1135,8.939516000000005,48.906476000000005,71190380,70190050,2706,114
73191436,TM,K,1066,8.945025000000001,48.68955799999999,OD Darmsheim/ K1000,OD Dagersheim,11622,433
73191437,TM,K,1063,8.900800999999992,48.68524799999997,K1066 Aidlingen,K1003 Lehenweiler,2701,82
73191438,TM,K,1004,8.949206000000002,48.705515,B464/Maichingen,Darmsheim,4198,188
72191422,TM,K,1004,8.954815999999996,48.71804100000003,Maichingen,B464/ Darmsheim,4974,119
73191434,TM,K,1066,8.962284999999994,48.695723000000015,L1183/ Sindefingen/Darmsheim,Dagersheim,8228,280
73191435,TM,K,1066,8.943724999999999,48.68850299999995,K1000 Darmsheim (WAP),KB K1000/ K1066 Aid/Ehn,11857,1010
72221414,TM,K,1209,9.48687,48.76414900000003,Kreisgrenze WN/ ES,Kreuzung L 1151,2810,56
72221415,TM,K,1210,9.438460999999997,48.75119299999996,Baltmannsweiler,Baach,1081,8
72221416,TM,K,1212,9.390217999999996,48.76933299999997,Aichwald-Schanbach,Kreisgrenze ES/WN,4399,151
72221417,TM,K,1267,9.380505999999995,48.74411099999997,Kreuzung K 1213,KVP Aichschieß L 1201,5098,161
72211405,TM,K,1214,9.333937000000006,48.76101200000001,Kreuzung K 1214 Jägerhaus,LKreuzungt L 1199,3398,115
72221418,TM,K,1211,9.410628000000004,48.71067099999996,B 10 AS Deizisau,KVP L 1250 Wernau,6138,227
72211406,TM,K,1217,9.237808999999991,48.71450800000003,Kreuzung L 1192,Kreuzung K 1217 / K 1218,6999,233
73211415,TM,K,1269,9.247637999999997,48.702436,Kreuzung L 1204 / K 1269,Kreuzung L 1192 / K 1269,9625,389
73211416,TM,K,1223,9.249586999999998,48.63852800000004,Kreuzung K 1225 / K 1223,Kreuzung L 1185 / K 1223,4125,148
73211417,TM,K,1226,9.184629000000005,48.66130100000003,Kreuzung K 1255 / K 1226,Kreuzung L 1209 / K 1226,5089,301
72191234,TM,L,1189,8.956774000000006,48.73719400000002,7219076,7219082,4995,223
72191233,TM,L,1189,8.965127000000004,48.73373299999997,7219082,7219047,3139,156
73211418,TM,K,1228,9.249437999999994,48.617406,7321103,7321062,1166,8
73211419,TM,K,1229,9.28621500000001,48.608866000000006,73210080,73210110,2254,21
71201231,TM,L,1137,9.035782,48.809999,7120008,7120102,8527,264
72201225,TM,L,1189,9.003715000000001,48.73538699999999,7219047,7220013,6488,204
72201226,TM,L,1188,9.036611000000002,48.75047800000003,7220017,7220043,7328,232
71201232,TM,L,1136,9.022872000000003,48.82703800000001,7120014,7120101,3976,111
73201425,TM,K,1051,9.072444999999997,48.662114999999964,7320054,7320057,8182,253
71201233,TM,L,1136,9.013401000000004,48.808034999999975,x,y,4542,408
