Bevölkerung nach Geschlecht, 3 unregelmäßigen Altersgruppen und Nationalität seit 2008 - Zählbezirke Wien | Population by sex, 3 broad age groups and nationality since 2008 - subdistricts of Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGR3;AUT;FOR
AT13;92200;92210;2022;20220101;1;2;2176;933
AT13;92200;92210;2022;20220101;1;3;392;70
AT13;92200;92210;2022;20220101;2;1;491;192
AT13;92200;92210;2022;20220101;2;2;2258;1099
AT13;92200;92210;2022;20220101;2;3;650;80
AT13;92200;92211;2022;20220101;1;1;414;351
AT13;92200;92211;2022;20220101;1;2;2587;1224
AT13;92200;92211;2022;20220101;1;3;893;138
AT13;92200;92211;2022;20220101;2;1;412;284
AT13;92200;92211;2022;20220101;2;2;2632;1301
AT13;92200;92211;2022;20220101;2;3;1311;155
AT13;92200;92212;2022;20220101;1;1;185;95
AT13;92200;92212;2022;20220101;1;2;931;358
AT13;92200;92212;2022;20220101;1;3;279;46
AT13;92200;92212;2022;20220101;2;1;163;84
AT13;92200;92212;2022;20220101;2;2;956;389
AT13;92200;92212;2022;20220101;2;3;391;38
AT13;92200;92213;2022;20220101;1;1;317;205
AT13;92200;92213;2022;20220101;1;2;1606;787
AT13;92200;92213;2022;20220101;1;3;477;55
AT13;92200;92213;2022;20220101;2;1;288;198
AT13;92200;92213;2022;20220101;2;2;1651;824
AT13;92200;92213;2022;20220101;2;3;774;63
AT13;92200;92214;2022;20220101;1;1;295;72
AT13;92200;92214;2022;20220101;1;2;1356;206
AT13;92200;92214;2022;20220101;1;3;384;14
AT13;92200;92214;2022;20220101;2;1;278;75
AT13;92200;92214;2022;20220101;2;2;1435;248
AT13;92200;92214;2022;20220101;2;3;550;17
AT13;92200;92215;2022;20220101;1;1;447;293
AT13;92200;92215;2022;20220101;1;2;1858;806
AT13;92200;92215;2022;20220101;1;3;651;48
AT13;92200;92215;2022;20220101;2;1;403;307
AT13;92200;92215;2022;20220101;2;2;1821;912
AT13;92200;92215;2022;20220101;2;3;1159;69
AT13;92200;92216;2022;20220101;1;1;169;57
AT13;92200;92216;2022;20220101;1;2;576;273
AT13;92200;92216;2022;20220101;1;3;130;11
AT13;92200;92216;2022;20220101;2;1;172;54
AT13;92200;92216;2022;20220101;2;2;603;195
AT13;92200;92216;2022;20220101;2;3;181;12
AT13;92200;92217;2022;20220101;1;1;131;26
AT13;92200;92217;2022;20220101;1;2;588;281
AT13;92200;92217;2022;20220101;1;3;197;17
AT13;92200;92217;2022;20220101;2;1;138;17
AT13;92200;92217;2022;20220101;2;2;596;313
AT13;92200;92217;2022;20220101;2;3;223;13
AT13;92200;92218;2022;20220101;1;1;484;153
AT13;92200;92218;2022;20220101;1;2;1996;454
AT13;92200;92218;2022;20220101;1;3;349;32
AT13;92200;92218;2022;20220101;2;1;452;152
AT13;92200;92218;2022;20220101;2;2;2181;514
AT13;92200;92218;2022;20220101;2;3;508;48
AT13;92200;92219;2022;20220101;1;1;305;218
AT13;92200;92219;2022;20220101;1;2;1478;902
AT13;92200;92219;2022;20220101;1;3;318;57
AT13;92200;92219;2022;20220101;2;1;294;205
AT13;92200;92219;2022;20220101;2;2;1498;735
AT13;92200;92219;2022;20220101;2;3;449;80
AT13;92200;92220;2022;20220101;1;1;220;122
AT13;92200;92220;2022;20220101;1;2;861;315
AT13;92200;92220;2022;20220101;1;3;199;31
AT13;92200;92220;2022;20220101;2;1;223;91
AT13;92200;92220;2022;20220101;2;2;886;355
AT13;92200;92220;2022;20220101;2;3;272;32
AT13;92200;92221;2022;20220101;1;1;214;73
AT13;92200;92221;2022;20220101;1;2;736;270
AT13;92200;92221;2022;20220101;1;3;136;16
AT13;92200;92221;2022;20220101;2;1;203;66
AT13;92200;92221;2022;20220101;2;2;796;276
AT13;92200;92221;2022;20220101;2;3;212;19
AT13;92200;92222;2022;20220101;1;1;343;87
AT13;92200;92222;2022;20220101;1;2;1700;383
AT13;92200;92222;2022;20220101;1;3;366;40
AT13;92200;92222;2022;20220101;2;1;274;94
AT13;92200;92222;2022;20220101;2;2;2061;409
AT13;92200;92222;2022;20220101;2;3;667;37
AT13;92200;92223;2022;20220101;1;1;420;150
AT13;92200;92223;2022;20220101;1;2;1709;500
AT13;92200;92223;2022;20220101;1;3;304;51
AT13;92200;92223;2022;20220101;2;1;415;149
AT13;92200;92223;2022;20220101;2;2;1811;562
AT13;92200;92223;2022;20220101;2;3;384;45
AT13;92200;92224;2022;20220101;1;1;360;81
AT13;92200;92224;2022;20220101;1;2;1602;286
AT13;92200;92224;2022;20220101;1;3;400;35
AT13;92200;92224;2022;20220101;2;1;341;82
AT13;92200;92224;2022;20220101;2;2;1715;337
AT13;92200;92224;2022;20220101;2;3;464;30
AT13;92200;92225;2022;20220101;1;1;184;23
AT13;92200;92225;2022;20220101;1;2;599;70
AT13;92200;92225;2022;20220101;1;3;188;11
AT13;92200;92225;2022;20220101;2;1;177;21
AT13;92200;92225;2022;20220101;2;2;657;98
AT13;92200;92225;2022;20220101;2;3;228;8
AT13;92200;92226;2022;20220101;1;1;300;71
AT13;92200;92226;2022;20220101;1;2;1220;220
AT13;92200;92226;2022;20220101;1;3;364;29
AT13;92200;92226;2022;20220101;2;1;298;75
AT13;92200;92226;2022;20220101;2;2;1235;274
AT13;92200;92226;2022;20220101;2;3;418;35
AT13;92200;92227;2022;20220101;1;1;638;130
AT13;92200;92227;2022;20220101;1;2;2360;401
AT13;92200;92227;2022;20220101;1;3;482;42
AT13;92200;92227;2022;20220101;2;1;625;111
AT13;92200;92227;2022;20220101;2;2;2499;457
AT13;92200;92227;2022;20220101;2;3;568;45
AT13;92200;92228;2022;20220101;1;1;388;86
AT13;92200;92228;2022;20220101;1;2;1401;306
AT13;92200;92228;2022;20220101;1;3;204;34
AT13;92200;92228;2022;20220101;2;1;379;79
AT13;92200;92228;2022;20220101;2;2;1466;319
AT13;92200;92228;2022;20220101;2;3;260;25
AT13;92200;92229;2022;20220101;1;1;247;53
AT13;92200;92229;2022;20220101;1;2;1021;204
AT13;92200;92229;2022;20220101;1;3;341;38
AT13;92200;92229;2022;20220101;2;1;233;67
AT13;92200;92229;2022;20220101;2;2;1041;233
AT13;92200;92229;2022;20220101;2;3;403;31
AT13;92200;92230;2022;20220101;1;1;0;0
AT13;92200;92230;2022;20220101;1;2;6;5
AT13;92200;92230;2022;20220101;1;3;0;0
AT13;92200;92230;2022;20220101;2;1;0;0
AT13;92200;92230;2022;20220101;2;2;4;0
AT13;92200;92230;2022;20220101;2;3;0;1
AT13;92200;92231;2022;20220101;1;1;232;110
AT13;92200;92231;2022;20220101;1;2;735;438
AT13;92200;92231;2022;20220101;1;3;78;13
AT13;92200;92231;2022;20220101;2;1;216;90
AT13;92200;92231;2022;20220101;2;2;773;488
AT13;92200;92231;2022;20220101;2;3;144;23
AT13;92200;92232;2022;20220101;1;1;179;110
AT13;92200;92232;2022;20220101;1;2;1179;407
AT13;92200;92232;2022;20220101;1;3;203;76
AT13;92200;92232;2022;20220101;2;1;164;102
AT13;92200;92232;2022;20220101;2;2;1132;544
AT13;92200;92232;2022;20220101;2;3;226;105
AT13;92200;92299;2022;20220101;1;1;0;0
AT13;92200;92299;2022;20220101;1;2;0;0
AT13;92200;92299;2022;20220101;1;3;0;0
AT13;92200;92299;2022;20220101;2;1;0;0
AT13;92200;92299;2022;20220101;2;2;0;0
AT13;92200;92299;2022;20220101;2;3;0;0
AT13;92300;92301;2022;20220101;1;1;181;97
AT13;92300;92301;2022;20220101;1;2;739;350
AT13;92300;92301;2022;20220101;1;3;148;26
AT13;92300;92301;2022;20220101;2;1;180;80
AT13;92300;92301;2022;20220101;2;2;779;290
AT13;92300;92301;2022;20220101;2;3;191;21
AT13;92300;92302;2022;20220101;1;1;376;130
AT13;92300;92302;2022;20220101;1;2;1352;821
AT13;92300;92302;2022;20220101;1;3;301;71
AT13;92300;92302;2022;20220101;2;1;339;119
AT13;92300;92302;2022;20220101;2;2;1357;559
AT13;92300;92302;2022;20220101;2;3;391;72
AT13;92300;92303;2022;20220101;1;1;222;47
AT13;92300;92303;2022;20220101;1;2;929;247
AT13;92300;92303;2022;20220101;1;3;412;26
AT13;92300;92303;2022;20220101;2;1;181;50
AT13;92300;92303;2022;20220101;2;2;879;211
AT13;92300;92303;2022;20220101;2;3;529;25
AT13;92300;92304;2022;20220101;1;1;1037;387
AT13;92300;92304;2022;20220101;1;2;3162;1392
AT13;92300;92304;2022;20220101;1;3;417;97
AT13;92300;92304;2022;20220101;2;1;994;389
AT13;92300;92304;2022;20220101;2;2;3498;1449
AT13;92300;92304;2022;20220101;2;3;763;81
AT13;92300;92305;2022;20220101;1;1;513;238
AT13;92300;92305;2022;20220101;1;2;2300;851
AT13;92300;92305;2022;20220101;1;3;684;59
AT13;92300;92305;2022;20220101;2;1;482;242
AT13;92300;92305;2022;20220101;2;2;2388;863
AT13;92300;92305;2022;20220101;2;3;898;74
AT13;92300;92306;2022;20220101;1;1;97;27
AT13;92300;92306;2022;20220101;1;2;425;134
AT13;92300;92306;2022;20220101;1;3;76;13
AT13;92300;92306;2022;20220101;2;1;91;37
AT13;92300;92306;2022;20220101;2;2;467;141
AT13;92300;92306;2022;20220101;2;3;101;9
AT13;92300;92307;2022;20220101;1;1;749;377
AT13;92300;92307;2022;20220101;1;2;2669;1185
AT13;92300;92307;2022;20220101;1;3;571;85
AT13;92300;92307;2022;20220101;2;1;708;330
AT13;92300;92307;2022;20220101;2;2;2833;1209
AT13;92300;92307;2022;20220101;2;3;864;81
AT13;92300;92308;2022;20220101;1;1;557;273
AT13;92300;92308;2022;20220101;1;2;1906;943
AT13;92300;92308;2022;20220101;1;3;406;47
AT13;92300;92308;2022;20220101;2;1;576;276
AT13;92300;92308;2022;20220101;2;2;2056;960
AT13;92300;92308;2022;20220101;2;3;691;42
AT13;92300;92309;2022;20220101;1;1;377;155
AT13;92300;92309;2022;20220101;1;2;1514;634
AT13;92300;92309;2022;20220101;1;3;755;34
AT13;92300;92309;2022;20220101;2;1;387;138
AT13;92300;92309;2022;20220101;2;2;1695;587
AT13;92300;92309;2022;20220101;2;3;1135;55
AT13;92300;92310;2022;20220101;1;1;316;160
AT13;92300;92310;2022;20220101;1;2;1118;410
AT13;92300;92310;2022;20220101;1;3;508;27
AT13;92300;92310;2022;20220101;2;1;267;169
AT13;92300;92310;2022;20220101;2;2;1124;471
AT13;92300;92310;2022;20220101;2;3;718;50
AT13;92300;92311;2022;20220101;1;1;441;194
AT13;92300;92311;2022;20220101;1;2;1886;797
AT13;92300;92311;2022;20220101;1;3;593;63
AT13;92300;92311;2022;20220101;2;1;426;172
AT13;92300;92311;2022;20220101;2;2;1970;824
AT13;92300;92311;2022;20220101;2;3;908;64
AT13;92300;92312;2022;20220101;1;1;322;171
AT13;92300;92312;2022;20220101;1;2;1299;465
AT13;92300;92312;2022;20220101;1;3;500;31
AT13;92300;92312;2022;20220101;2;1;279;164
AT13;92300;92312;2022;20220101;2;2;1412;506
AT13;92300;92312;2022;20220101;2;3;649;34
AT13;92300;92313;2022;20220101;1;1;226;40
AT13;92300;92313;2022;20220101;1;2;968;156
AT13;92300;92313;2022;20220101;1;3;515;20
AT13;92300;92313;2022;20220101;2;1;212;47
AT13;92300;92313;2022;20220101;2;2;997;205
AT13;92300;92313;2022;20220101;2;3;707;20
AT13;92300;92314;2022;20220101;1;1;289;109
AT13;92300;92314;2022;20220101;1;2;1193;281
AT13;92300;92314;2022;20220101;1;3;462;28
AT13;92300;92314;2022;20220101;2;1;305;80
AT13;92300;92314;2022;20220101;2;2;1277;333
AT13;92300;92314;2022;20220101;2;3;594;32
AT13;92300;92315;2022;20220101;1;1;138;14
AT13;92300;92315;2022;20220101;1;2;554;93
AT13;92300;92315;2022;20220101;1;3;268;12
AT13;92300;92315;2022;20220101;2;1;147;17
AT13;92300;92315;2022;20220101;2;2;577;119
AT13;92300;92315;2022;20220101;2;3;331;21
AT13;92300;92316;2022;20220101;1;1;251;84
AT13;92300;92316;2022;20220101;1;2;788;267
AT13;92300;92316;2022;20220101;1;3;261;25
AT13;92300;92316;2022;20220101;2;1;257;78
AT13;92300;92316;2022;20220101;2;2;854;286
AT13;92300;92316;2022;20220101;2;3;348;28
AT13;92300;92317;2022;20220101;1;1;19;5
AT13;92300;92317;2022;20220101;1;2;75;44
AT13;92300;92317;2022;20220101;1;3;30;3
AT13;92300;92317;2022;20220101;2;1;20;3
AT13;92300;92317;2022;20220101;2;2;67;21
AT13;92300;92317;2022;20220101;2;3;30;5
AT13;92300;92318;2022;20220101;1;1;305;126
AT13;92300;92318;2022;20220101;1;2;1434;375
AT13;92300;92318;2022;20220101;1;3;492;27
AT13;92300;92318;2022;20220101;2;1;291;123
AT13;92300;92318;2022;20220101;2;2;1566;390
AT13;92300;92318;2022;20220101;2;3;542;25
AT13;92300;92319;2022;20220101;1;1;471;113
AT13;92300;92319;2022;20220101;1;2;2098;414
AT13;92300;92319;2022;20220101;1;3;1089;58
AT13;92300;92319;2022;20220101;2;1;394;105
AT13;92300;92319;2022;20220101;2;2;2423;515
AT13;92300;92319;2022;20220101;2;3;1515;75
AT13;92300;92399;2022;20220101;1;1;0;0
AT13;92300;92399;2022;20220101;1;2;0;0
AT13;92300;92399;2022;20220101;1;3;0;0
AT13;92300;92399;2022;20220101;2;1;0;0
AT13;92300;92399;2022;20220101;2;2;0;0
AT13;92300;92399;2022;20220101;2;3;0;0
AT13;90100;90101;2023;20230101;1;1;142;58
AT13;90100;90101;2023;20230101;1;2;834;371
AT13;90100;90101;2023;20230101;1;3;383;70
AT13;90100;90101;2023;20230101;2;1;121;51
AT13;90100;90101;2023;20230101;2;2;811;465
AT13;90100;90101;2023;20230101;2;3;506;72
AT13;90100;90102;2023;20230101;1;1;56;29
AT13;90100;90102;2023;20230101;1;2;293;180
AT13;90100;90102;2023;20230101;1;3;142;35
AT13;90100;90102;2023;20230101;2;1;51;35
AT13;90100;90102;2023;20230101;2;2;295;226
AT13;90100;90102;2023;20230101;2;3;190;28
AT13;90100;90103;2023;20230101;1;1;81;36
AT13;90100;90103;2023;20230101;1;2;403;228
AT13;90100;90103;2023;20230101;1;3;198;58
AT13;90100;90103;2023;20230101;2;1;84;50
AT13;90100;90103;2023;20230101;2;2;382;309
AT13;90100;90103;2023;20230101;2;3;246;57
AT13;90100;90104;2023;20230101;1;1;36;24
AT13;90100;90104;2023;20230101;1;2;315;153
AT13;90100;90104;2023;20230101;1;3;139;21
AT13;90100;90104;2023;20230101;2;1;46;23
AT13;90100;90104;2023;20230101;2;2;275;188
AT13;90100;90104;2023;20230101;2;3;184;23
AT13;90100;90105;2023;20230101;1;1;99;61
AT13;90100;90105;2023;20230101;1;2;523;291
AT13;90100;90105;2023;20230101;1;3;176;48
AT13;90100;90105;2023;20230101;2;1;93;67
AT13;90100;90105;2023;20230101;2;2;495;401
AT13;90100;90105;2023;20230101;2;3;201;67
AT13;90100;90106;2023;20230101;1;1;87;40
AT13;90100;90106;2023;20230101;1;2;562;212
AT13;90100;90106;2023;20230101;1;3;252;43
AT13;90100;90106;2023;20230101;2;1;90;40
AT13;90100;90106;2023;20230101;2;2;543;295
AT13;90100;90106;2023;20230101;2;3;319;44
AT13;90100;90107;2023;20230101;1;1;84;33
AT13;90100;90107;2023;20230101;1;2;576;263
AT13;90100;90107;2023;20230101;1;3;257;59
AT13;90100;90107;2023;20230101;2;1;70;37
AT13;90100;90107;2023;20230101;2;2;470;358
AT13;90100;90107;2023;20230101;2;3;304;57
AT13;90100;90199;2023;20230101;1;1;0;0
AT13;90100;90199;2023;20230101;1;2;0;0
AT13;90100;90199;2023;20230101;1;3;0;0
AT13;90100;90199;2023;20230101;2;1;0;0
AT13;90100;90199;2023;20230101;2;2;0;0
AT13;90100;90199;2023;20230101;2;3;0;0
AT13;90200;90201;2023;20230101;1;1;1274;526
AT13;90200;90201;2023;20230101;1;2;4270;2358
AT13;90200;90201;2023;20230101;1;3;647;142
AT13;90200;90201;2023;20230101;2;1;1178;440
AT13;90200;90201;2023;20230101;2;2;4248;2541
AT13;90200;90201;2023;20230101;2;3;876;207
AT13;90200;90202;2023;20230101;1;1;401;388
AT13;90200;90202;2023;20230101;1;2;2216;2122
AT13;90200;90202;2023;20230101;1;3;481;165
AT13;90200;90202;2023;20230101;2;1;383;363
AT13;90200;90202;2023;20230101;2;2;2169;1799
AT13;90200;90202;2023;20230101;2;3;650;172
AT13;90200;90203;2023;20230101;1;1;554;274
AT13;90200;90203;2023;20230101;1;2;2947;1726
AT13;90200;90203;2023;20230101;1;3;659;170
AT13;90200;90203;2023;20230101;2;1;557;282
AT13;90200;90203;2023;20230101;2;2;3090;1717
AT13;90200;90203;2023;20230101;2;3;978;157
AT13;90200;90204;2023;20230101;1;1;687;417
AT13;90200;90204;2023;20230101;1;2;3060;1919
AT13;90200;90204;2023;20230101;1;3;787;165
AT13;90200;90204;2023;20230101;2;1;652;366
AT13;90200;90204;2023;20230101;2;2;3174;1956
AT13;90200;90204;2023;20230101;2;3;1130;164
AT13;90200;90205;2023;20230101;1;1;323;269
AT13;90200;90205;2023;20230101;1;2;1819;1412
AT13;90200;90205;2023;20230101;1;3;551;121
AT13;90200;90205;2023;20230101;2;1;297;263
AT13;90200;90205;2023;20230101;2;2;1783;1363
AT13;90200;90205;2023;20230101;2;3;780;145
AT13;90200;90206;2023;20230101;1;1;364;210
AT13;90200;90206;2023;20230101;1;2;1742;1516
AT13;90200;90206;2023;20230101;1;3;500;87
AT13;90200;90206;2023;20230101;2;1;338;192
AT13;90200;90206;2023;20230101;2;2;1688;1501
AT13;90200;90206;2023;20230101;2;3;672;95
AT13;90200;90207;2023;20230101;1;1;345;351
AT13;90200;90207;2023;20230101;1;2;2365;2373
AT13;90200;90207;2023;20230101;1;3;567;202
AT13;90200;90207;2023;20230101;2;1;330;332
AT13;90200;90207;2023;20230101;2;2;2196;2285
AT13;90200;90207;2023;20230101;2;3;798;234
AT13;90200;90208;2023;20230101;1;1;151;125
AT13;90200;90208;2023;20230101;1;2;794;492
AT13;90200;90208;2023;20230101;1;3;235;30
AT13;90200;90208;2023;20230101;2;1;142;122
AT13;90200;90208;2023;20230101;2;2;741;553
AT13;90200;90208;2023;20230101;2;3;340;39
AT13;90200;90209;2023;20230101;1;1;797;493
AT13;90200;90209;2023;20230101;1;2;3453;1952
AT13;90200;90209;2023;20230101;1;3;973;213
AT13;90200;90209;2023;20230101;2;1;741;477
AT13;90200;90209;2023;20230101;2;2;3451;2151
AT13;90200;90209;2023;20230101;2;3;1598;193
AT13;90200;90210;2023;20230101;1;1;0;0
AT13;90200;90210;2023;20230101;1;2;0;0
AT13;90200;90210;2023;20230101;1;3;0;0
AT13;90200;90210;2023;20230101;2;1;0;0
AT13;90200;90210;2023;20230101;2;2;0;0
AT13;90200;90210;2023;20230101;2;3;0;0
AT13;90200;90299;2023;20230101;1;1;0;0
AT13;90200;90299;2023;20230101;1;2;0;0
AT13;90200;90299;2023;20230101;1;3;0;0
AT13;90200;90299;2023;20230101;2;1;0;0
AT13;90200;90299;2023;20230101;2;2;0;0
AT13;90200;90299;2023;20230101;2;3;0;0
AT13;90300;90301;2023;20230101;1;1;439;216
AT13;90300;90301;2023;20230101;1;2;2522;1422
AT13;90300;90301;2023;20230101;1;3;659;136
AT13;90300;90301;2023;20230101;2;1;418;204
AT13;90300;90301;2023;20230101;2;2;2649;1404
AT13;90300;90301;2023;20230101;2;3;928;138
AT13;90300;90302;2023;20230101;1;1;379;152
AT13;90300;90302;2023;20230101;1;2;2022;869
AT13;90300;90302;2023;20230101;1;3;708;76
AT13;90300;90302;2023;20230101;2;1;337;145
AT13;90300;90302;2023;20230101;2;2;2076;1022
AT13;90300;90302;2023;20230101;2;3;939;115
AT13;90300;90303;2023;20230101;1;1;283;189
AT13;90300;90303;2023;20230101;1;2;1347;806
AT13;90300;90303;2023;20230101;1;3;438;85
AT13;90300;90303;2023;20230101;2;1;253;176
AT13;90300;90303;2023;20230101;2;2;1421;1012
AT13;90300;90303;2023;20230101;2;3;617;125
AT13;90300;90304;2023;20230101;1;1;286;332
AT13;90300;90304;2023;20230101;1;2;2063;1961
AT13;90300;90304;2023;20230101;1;3;492;152
AT13;90300;90304;2023;20230101;2;1;299;378
AT13;90300;90304;2023;20230101;2;2;2005;1936
AT13;90300;90304;2023;20230101;2;3;755;184
AT13;90300;90305;2023;20230101;1;1;258;247
AT13;90300;90305;2023;20230101;1;2;1774;1299
AT13;90300;90305;2023;20230101;1;3;484;88
AT13;90300;90305;2023;20230101;2;1;247;228
AT13;90300;90305;2023;20230101;2;2;1910;1340
AT13;90300;90305;2023;20230101;2;3;755;105
AT13;90300;90306;2023;20230101;1;1;445;357
AT13;90300;90306;2023;20230101;1;2;3251;2015
AT13;90300;90306;2023;20230101;1;3;900;197
AT13;90300;90306;2023;20230101;2;1;462;350
AT13;90300;90306;2023;20230101;2;2;3381;1969
AT13;90300;90306;2023;20230101;2;3;1343;230
AT13;90300;90307;2023;20230101;1;1;372;253
AT13;90300;90307;2023;20230101;1;2;1709;1575
AT13;90300;90307;2023;20230101;1;3;303;83
AT13;90300;90307;2023;20230101;2;1;342;261
AT13;90300;90307;2023;20230101;2;2;1754;1727
AT13;90300;90307;2023;20230101;2;3;561;115
AT13;90300;90308;2023;20230101;1;1;84;53
AT13;90300;90308;2023;20230101;1;2;535;348
AT13;90300;90308;2023;20230101;1;3;173;21
AT13;90300;90308;2023;20230101;2;1;98;43
AT13;90300;90308;2023;20230101;2;2;506;318
AT13;90300;90308;2023;20230101;2;3;225;15
AT13;90300;90309;2023;20230101;1;1;413;189
AT13;90300;90309;2023;20230101;1;2;1947;886
AT13;90300;90309;2023;20230101;1;3;644;90
AT13;90300;90309;2023;20230101;2;1;382;177
AT13;90300;90309;2023;20230101;2;2;2120;1072
AT13;90300;90309;2023;20230101;2;3;885;113
AT13;90300;90310;2023;20230101;1;1;371;382
AT13;90300;90310;2023;20230101;1;2;2014;1730
AT13;90300;90310;2023;20230101;1;3;387;111
AT13;90300;90310;2023;20230101;2;1;331;380
AT13;90300;90310;2023;20230101;2;2;2064;1738
AT13;90300;90310;2023;20230101;2;3;523;137
AT13;90300;90311;2023;20230101;1;1;287;159
AT13;90300;90311;2023;20230101;1;2;1090;628
AT13;90300;90311;2023;20230101;1;3;149;49
AT13;90300;90311;2023;20230101;2;1;287;133
AT13;90300;90311;2023;20230101;2;2;1155;726
AT13;90300;90311;2023;20230101;2;3;263;65
AT13;90300;90399;2023;20230101;1;1;0;0
AT13;90300;90399;2023;20230101;1;2;0;0
AT13;90300;90399;2023;20230101;1;3;0;0
AT13;90300;90399;2023;20230101;2;1;0;0
AT13;90300;90399;2023;20230101;2;2;0;0
AT13;90300;90399;2023;20230101;2;3;0;0
AT13;90400;90401;2023;20230101;1;1;85;59
AT13;90400;90401;2023;20230101;1;2;492;283
AT13;90400;90401;2023;20230101;1;3;164;38
AT13;90400;90401;2023;20230101;2;1;76;45
AT13;90400;90401;2023;20230101;2;2;477;340
AT13;90400;90401;2023;20230101;2;3;213;54
AT13;90400;90402;2023;20230101;1;1;431;304
AT13;90400;90402;2023;20230101;1;2;2535;1851
AT13;90400;90402;2023;20230101;1;3;598;158
AT13;90400;90402;2023;20230101;2;1;398;317
AT13;90400;90402;2023;20230101;2;2;2290;1765
AT13;90400;90402;2023;20230101;2;3;857;179
AT13;90400;90403;2023;20230101;1;1;460;254
AT13;90400;90403;2023;20230101;1;2;2708;1554
AT13;90400;90403;2023;20230101;1;3;839;160
AT13;90400;90403;2023;20230101;2;1;419;252
AT13;90400;90403;2023;20230101;2;2;2757;1846
AT13;90400;90403;2023;20230101;2;3;1255;163
AT13;90400;90404;2023;20230101;1;1;257;167
AT13;90400;90404;2023;20230101;1;2;1491;930
AT13;90400;90404;2023;20230101;1;3;434;74
AT13;90400;90404;2023;20230101;2;1;251;169
AT13;90400;90404;2023;20230101;2;2;1526;1014
AT13;90400;90404;2023;20230101;2;3;565;79
AT13;90400;90499;2023;20230101;1;1;0;0
AT13;90400;90499;2023;20230101;1;2;0;0
AT13;90400;90499;2023;20230101;1;3;0;0
AT13;90400;90499;2023;20230101;2;1;0;0
AT13;90400;90499;2023;20230101;2;2;0;0
AT13;90400;90499;2023;20230101;2;3;0;0
AT13;90500;90501;2023;20230101;1;1;371;186
AT13;90500;90501;2023;20230101;1;2;2759;1510
AT13;90500;90501;2023;20230101;1;3;662;136
AT13;90500;90501;2023;20230101;2;1;332;213
AT13;90500;90501;2023;20230101;2;2;2793;1505
AT13;90500;90501;2023;20230101;2;3;970;125
AT13;90500;90502;2023;20230101;1;1;594;673
AT13;90500;90502;2023;20230101;1;2;3873;3472
AT13;90500;90502;2023;20230101;1;3;907;305
AT13;90500;90502;2023;20230101;2;1;589;693
AT13;90500;90502;2023;20230101;2;2;3777;3140
AT13;90500;90502;2023;20230101;2;3;1319;306
AT13;90500;90503;2023;20230101;1;1;514;518
AT13;90500;90503;2023;20230101;1;2;3308;3364
AT13;90500;90503;2023;20230101;1;3;778;247
AT13;90500;90503;2023;20230101;2;1;484;503
AT13;90500;90503;2023;20230101;2;2;3246;2999
AT13;90500;90503;2023;20230101;2;3;1048;276
AT13;90500;90504;2023;20230101;1;1;186;141
AT13;90500;90504;2023;20230101;1;2;1370;1164
AT13;90500;90504;2023;20230101;1;3;316;74
AT13;90500;90504;2023;20230101;2;1;153;139
AT13;90500;90504;2023;20230101;2;2;1409;1111
AT13;90500;90504;2023;20230101;2;3;377;83
AT13;90500;90599;2023;20230101;1;1;0;0
AT13;90500;90599;2023;20230101;1;2;0;0
AT13;90500;90599;2023;20230101;1;3;0;0
AT13;90500;90599;2023;20230101;2;1;0;0
AT13;90500;90599;2023;20230101;2;2;0;0
AT13;90500;90599;2023;20230101;2;3;0;0
AT13;90600;90601;2023;20230101;1;1;258;108
AT13;90600;90601;2023;20230101;1;2;1844;931
AT13;90600;90601;2023;20230101;1;3;517;80
AT13;90600;90601;2023;20230101;2;1;273;93
AT13;90600;90601;2023;20230101;2;2;1792;1016
AT13;90600;90601;2023;20230101;2;3;649;110
AT13;90600;90602;2023;20230101;1;1;300;194
AT13;90600;90602;2023;20230101;1;2;2284;1487
AT13;90600;90602;2023;20230101;1;3;465;116
AT13;90600;90602;2023;20230101;2;1;275;173
AT13;90600;90602;2023;20230101;2;2;2170;1511
AT13;90600;90602;2023;20230101;2;3;636;113
AT13;90600;90603;2023;20230101;1;1;477;233
AT13;90600;90603;2023;20230101;1;2;3107;1758
AT13;90600;90603;2023;20230101;1;3;832;157
AT13;90600;90603;2023;20230101;2;1;432;251
AT13;90600;90603;2023;20230101;2;2;3291;2019
AT13;90600;90603;2023;20230101;2;3;1267;204
AT13;90600;90699;2023;20230101;1;1;0;0
AT13;90600;90699;2023;20230101;1;2;0;0
AT13;90600;90699;2023;20230101;1;3;0;0
AT13;90600;90699;2023;20230101;2;1;0;0
AT13;90600;90699;2023;20230101;2;2;0;0
AT13;90600;90699;2023;20230101;2;3;0;0
AT13;90700;90701;2023;20230101;1;1;222;91
AT13;90700;90701;2023;20230101;1;2;1289;644
AT13;90700;90701;2023;20230101;1;3;321;75
AT13;90700;90701;2023;20230101;2;1;185;100
AT13;90700;90701;2023;20230101;2;2;1242;742
AT13;90700;90701;2023;20230101;2;3;454;76
AT13;90700;90702;2023;20230101;1;1;120;44
AT13;90700;90702;2023;20230101;1;2;708;343
AT13;90700;90702;2023;20230101;1;3;171;38
AT13;90700;90702;2023;20230101;2;1;126;42
AT13;90700;90702;2023;20230101;2;2;742;374
AT13;90700;90702;2023;20230101;2;3;211;40
AT13;90700;90703;2023;20230101;1;1;202;57
