Bevölkerung nach Geschlecht, 3 unregelmäßigen Altersgruppen und Nationalität seit 2008 - Zählbezirke Wien | Population by sex, 3 broad age groups and nationality since 2008 - subdistricts of Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGR3;AUT;FOR
AT13;91200;91202;2024;20240101;2;3;1332;343
AT13;91200;91203;2024;20240101;1;1;179;147
AT13;91200;91203;2024;20240101;1;2;1071;680
AT13;91200;91203;2024;20240101;1;3;235;77
AT13;91200;91203;2024;20240101;2;1;200;173
AT13;91200;91203;2024;20240101;2;2;902;697
AT13;91200;91203;2024;20240101;2;3;354;89
AT13;91200;91204;2024;20240101;1;1;290;408
AT13;91200;91204;2024;20240101;1;2;1755;2091
AT13;91200;91204;2024;20240101;1;3;414;123
AT13;91200;91204;2024;20240101;2;1;290;361
AT13;91200;91204;2024;20240101;2;2;1726;1956
AT13;91200;91204;2024;20240101;2;3;572;136
AT13;91200;91205;2024;20240101;1;1;260;294
AT13;91200;91205;2024;20240101;1;2;1642;1584
AT13;91200;91205;2024;20240101;1;3;471;133
AT13;91200;91205;2024;20240101;2;1;245;329
AT13;91200;91205;2024;20240101;2;2;1603;1392
AT13;91200;91205;2024;20240101;2;3;741;129
AT13;91200;91206;2024;20240101;1;1;315;333
AT13;91200;91206;2024;20240101;1;2;1933;1875
AT13;91200;91206;2024;20240101;1;3;445;156
AT13;91200;91206;2024;20240101;2;1;295;263
AT13;91200;91206;2024;20240101;2;2;1942;1593
AT13;91200;91206;2024;20240101;2;3;712;169
AT13;91200;91207;2024;20240101;1;1;247;215
AT13;91200;91207;2024;20240101;1;2;1330;769
AT13;91200;91207;2024;20240101;1;3;456;78
AT13;91200;91207;2024;20240101;2;1;221;199
AT13;91200;91207;2024;20240101;2;2;1336;851
AT13;91200;91207;2024;20240101;2;3;713;88
AT13;91200;91208;2024;20240101;1;1;258;140
AT13;91200;91208;2024;20240101;1;2;1107;986
AT13;91200;91208;2024;20240101;1;3;247;68
AT13;91200;91208;2024;20240101;2;1;209;138
AT13;91200;91208;2024;20240101;2;2;1037;708
AT13;91200;91208;2024;20240101;2;3;351;81
AT13;91200;91209;2024;20240101;1;1;454;374
AT13;91200;91209;2024;20240101;1;2;1750;1013
AT13;91200;91209;2024;20240101;1;3;419;63
AT13;91200;91209;2024;20240101;2;1;407;333
AT13;91200;91209;2024;20240101;2;2;1622;1131
AT13;91200;91209;2024;20240101;2;3;579;75
AT13;91200;91210;2024;20240101;1;1;559;367
AT13;91200;91210;2024;20240101;1;2;2441;1875
AT13;91200;91210;2024;20240101;1;3;661;104
AT13;91200;91210;2024;20240101;2;1;603;352
AT13;91200;91210;2024;20240101;2;2;2555;1773
AT13;91200;91210;2024;20240101;2;3;1055;124
AT13;91200;91211;2024;20240101;1;1;585;285
AT13;91200;91211;2024;20240101;1;2;2570;1236
AT13;91200;91211;2024;20240101;1;3;812;105
AT13;91200;91211;2024;20240101;2;1;595;289
AT13;91200;91211;2024;20240101;2;2;2709;1319
AT13;91200;91211;2024;20240101;2;3;1265;113
AT13;91200;91299;2024;20240101;1;1;0;0
AT13;91200;91299;2024;20240101;1;2;0;0
AT13;91200;91299;2024;20240101;1;3;0;0
AT13;91200;91299;2024;20240101;2;1;0;0
AT13;91200;91299;2024;20240101;2;2;0;0
AT13;91200;91299;2024;20240101;2;3;0;0
AT13;91300;91301;2024;20240101;1;1;33;12
AT13;91300;91301;2024;20240101;1;2;116;49
AT13;91300;91301;2024;20240101;1;3;45;5
AT13;91300;91301;2024;20240101;2;1;23;10
AT13;91300;91301;2024;20240101;2;2;112;54
AT13;91300;91301;2024;20240101;2;3;67;7
AT13;91300;91302;2024;20240101;1;1;363;130
AT13;91300;91302;2024;20240101;1;2;1410;535
AT13;91300;91302;2024;20240101;1;3;529;74
AT13;91300;91302;2024;20240101;2;1;391;135
AT13;91300;91302;2024;20240101;2;2;1510;643
AT13;91300;91302;2024;20240101;2;3;767;81
AT13;91300;91303;2024;20240101;1;1;391;273
AT13;91300;91303;2024;20240101;1;2;2073;1458
AT13;91300;91303;2024;20240101;1;3;660;85
AT13;91300;91303;2024;20240101;2;1;401;254
AT13;91300;91303;2024;20240101;2;2;2101;1378
AT13;91300;91303;2024;20240101;2;3;1004;100
AT13;91300;91304;2024;20240101;1;1;544;225
AT13;91300;91304;2024;20240101;1;2;2319;824
AT13;91300;91304;2024;20240101;1;3;880;95
AT13;91300;91304;2024;20240101;2;1;510;236
AT13;91300;91304;2024;20240101;2;2;2488;1019
AT13;91300;91304;2024;20240101;2;3;1375;118
AT13;91300;91305;2024;20240101;1;1;260;92
AT13;91300;91305;2024;20240101;1;2;1097;317
AT13;91300;91305;2024;20240101;1;3;405;35
AT13;91300;91305;2024;20240101;2;1;262;97
AT13;91300;91305;2024;20240101;2;2;1138;399
AT13;91300;91305;2024;20240101;2;3;606;43
AT13;91300;91306;2024;20240101;1;1;129;66
AT13;91300;91306;2024;20240101;1;2;599;226
AT13;91300;91306;2024;20240101;1;3;222;13
AT13;91300;91306;2024;20240101;2;1;130;57
AT13;91300;91306;2024;20240101;2;2;636;275
AT13;91300;91306;2024;20240101;2;3;388;26
AT13;91300;91307;2024;20240101;1;1;148;121
AT13;91300;91307;2024;20240101;1;2;693;367
AT13;91300;91307;2024;20240101;1;3;230;27
AT13;91300;91307;2024;20240101;2;1;168;128
AT13;91300;91307;2024;20240101;2;2;680;384
AT13;91300;91307;2024;20240101;2;3;366;34
AT13;91300;91308;2024;20240101;1;1;354;168
AT13;91300;91308;2024;20240101;1;2;1600;545
AT13;91300;91308;2024;20240101;1;3;695;51
AT13;91300;91308;2024;20240101;2;1;341;140
AT13;91300;91308;2024;20240101;2;2;1593;622
AT13;91300;91308;2024;20240101;2;3;1163;83
AT13;91300;91309;2024;20240101;1;1;262;110
AT13;91300;91309;2024;20240101;1;2;1136;325
AT13;91300;91309;2024;20240101;1;3;437;33
AT13;91300;91309;2024;20240101;2;1;226;78
AT13;91300;91309;2024;20240101;2;2;1164;408
AT13;91300;91309;2024;20240101;2;3;657;34
AT13;91300;91310;2024;20240101;1;1;21;0
AT13;91300;91310;2024;20240101;1;2;76;19
AT13;91300;91310;2024;20240101;1;3;15;1
AT13;91300;91310;2024;20240101;2;1;28;1
AT13;91300;91310;2024;20240101;2;2;94;10
AT13;91300;91310;2024;20240101;2;3;15;3
AT13;91300;91311;2024;20240101;1;1;231;27
AT13;91300;91311;2024;20240101;1;2;1051;154
AT13;91300;91311;2024;20240101;1;3;528;27
AT13;91300;91311;2024;20240101;2;1;230;44
AT13;91300;91311;2024;20240101;2;2;1045;195
AT13;91300;91311;2024;20240101;2;3;660;29
AT13;91300;91399;2024;20240101;1;1;0;0
AT13;91300;91399;2024;20240101;1;2;0;0
AT13;91300;91399;2024;20240101;1;3;0;0
AT13;91300;91399;2024;20240101;2;1;0;0
AT13;91300;91399;2024;20240101;2;2;0;0
AT13;91300;91399;2024;20240101;2;3;0;0
AT13;91400;91401;2024;20240101;1;1;422;240
AT13;91400;91401;2024;20240101;1;2;2121;1381
AT13;91400;91401;2024;20240101;1;3;499;127
AT13;91400;91401;2024;20240101;2;1;384;200
AT13;91400;91401;2024;20240101;2;2;2229;1352
AT13;91400;91401;2024;20240101;2;3;654;122
AT13;91400;91402;2024;20240101;1;1;294;327
AT13;91400;91402;2024;20240101;1;2;1720;1693
AT13;91400;91402;2024;20240101;1;3;372;165
AT13;91400;91402;2024;20240101;2;1;267;258
AT13;91400;91402;2024;20240101;2;2;1621;1390
AT13;91400;91402;2024;20240101;2;3;481;159
AT13;91400;91403;2024;20240101;1;1;461;259
AT13;91400;91403;2024;20240101;1;2;2267;1158
AT13;91400;91403;2024;20240101;1;3;573;97
AT13;91400;91403;2024;20240101;2;1;423;230
AT13;91400;91403;2024;20240101;2;2;2421;1260
AT13;91400;91403;2024;20240101;2;3;906;136
AT13;91400;91404;2024;20240101;1;1;805;649
AT13;91400;91404;2024;20240101;1;2;4194;3093
AT13;91400;91404;2024;20240101;1;3;1279;277
AT13;91400;91404;2024;20240101;2;1;747;607
AT13;91400;91404;2024;20240101;2;2;4376;2719
AT13;91400;91404;2024;20240101;2;3;1961;305
AT13;91400;91405;2024;20240101;1;1;267;52
AT13;91400;91405;2024;20240101;1;2;1236;295
AT13;91400;91405;2024;20240101;1;3;418;37
AT13;91400;91405;2024;20240101;2;1;249;62
AT13;91400;91405;2024;20240101;2;2;1262;325
AT13;91400;91405;2024;20240101;2;3;503;47
AT13;91400;91406;2024;20240101;1;1;511;418
AT13;91400;91406;2024;20240101;1;2;2641;1711
AT13;91400;91406;2024;20240101;1;3;898;156
AT13;91400;91406;2024;20240101;2;1;462;338
AT13;91400;91406;2024;20240101;2;2;2766;1555
AT13;91400;91406;2024;20240101;2;3;1534;151
AT13;91400;91407;2024;20240101;1;1;106;140
AT13;91400;91407;2024;20240101;1;2;626;379
AT13;91400;91407;2024;20240101;1;3;170;37
AT13;91400;91407;2024;20240101;2;1;113;139
AT13;91400;91407;2024;20240101;2;2;607;395
AT13;91400;91407;2024;20240101;2;3;201;38
AT13;91400;91408;2024;20240101;1;1;240;124
AT13;91400;91408;2024;20240101;1;2;996;373
AT13;91400;91408;2024;20240101;1;3;335;33
AT13;91400;91408;2024;20240101;2;1;218;105
AT13;91400;91408;2024;20240101;2;2;1043;402
AT13;91400;91408;2024;20240101;2;3;475;33
AT13;91400;91409;2024;20240101;1;1;28;4
AT13;91400;91409;2024;20240101;1;2;156;24
AT13;91400;91409;2024;20240101;1;3;23;3
AT13;91400;91409;2024;20240101;2;1;17;2
AT13;91400;91409;2024;20240101;2;2;118;22
AT13;91400;91409;2024;20240101;2;3;30;0
AT13;91400;91410;2024;20240101;1;1;536;188
AT13;91400;91410;2024;20240101;1;2;1964;761
AT13;91400;91410;2024;20240101;1;3;713;42
AT13;91400;91410;2024;20240101;2;1;473;164
AT13;91400;91410;2024;20240101;2;2;2122;827
AT13;91400;91410;2024;20240101;2;3;973;72
AT13;91400;91411;2024;20240101;1;1;436;53
AT13;91400;91411;2024;20240101;1;2;1758;241
AT13;91400;91411;2024;20240101;1;3;800;42
AT13;91400;91411;2024;20240101;2;1;394;54
AT13;91400;91411;2024;20240101;2;2;1784;272
AT13;91400;91411;2024;20240101;2;3;1028;42
AT13;91400;91412;2024;20240101;1;1;502;119
AT13;91400;91412;2024;20240101;1;2;1678;450
AT13;91400;91412;2024;20240101;1;3;666;44
AT13;91400;91412;2024;20240101;2;1;443;129
AT13;91400;91412;2024;20240101;2;2;1739;545
AT13;91400;91412;2024;20240101;2;3;723;54
AT13;91400;91499;2024;20240101;1;1;0;0
AT13;91400;91499;2024;20240101;1;2;0;0
AT13;91400;91499;2024;20240101;1;3;0;0
AT13;91400;91499;2024;20240101;2;1;0;0
AT13;91400;91499;2024;20240101;2;2;0;0
AT13;91400;91499;2024;20240101;2;3;0;0
AT13;91500;91501;2024;20240101;1;1;330;310
AT13;91500;91501;2024;20240101;1;2;2069;1776
AT13;91500;91501;2024;20240101;1;3;607;181
AT13;91500;91501;2024;20240101;2;1;315;304
AT13;91500;91501;2024;20240101;2;2;2112;1658
AT13;91500;91501;2024;20240101;2;3;779;185
AT13;91500;91502;2024;20240101;1;1;280;289
AT13;91500;91502;2024;20240101;1;2;1907;2164
AT13;91500;91502;2024;20240101;1;3;322;180
AT13;91500;91502;2024;20240101;2;1;258;290
AT13;91500;91502;2024;20240101;2;2;1767;1773
AT13;91500;91502;2024;20240101;2;3;446;204
AT13;91500;91503;2024;20240101;1;1;363;476
AT13;91500;91503;2024;20240101;1;2;2351;2849
AT13;91500;91503;2024;20240101;1;3;367;219
AT13;91500;91503;2024;20240101;2;1;346;406
AT13;91500;91503;2024;20240101;2;2;2325;2293
AT13;91500;91503;2024;20240101;2;3;516;195
AT13;91500;91504;2024;20240101;1;1;246;307
AT13;91500;91504;2024;20240101;1;2;1557;2223
AT13;91500;91504;2024;20240101;1;3;314;133
AT13;91500;91504;2024;20240101;2;1;215;273
AT13;91500;91504;2024;20240101;2;2;1517;1642
AT13;91500;91504;2024;20240101;2;3;430;129
AT13;91500;91505;2024;20240101;1;1;378;365
AT13;91500;91505;2024;20240101;1;2;2108;1926
AT13;91500;91505;2024;20240101;1;3;629;165
AT13;91500;91505;2024;20240101;2;1;361;348
AT13;91500;91505;2024;20240101;2;2;2067;1667
AT13;91500;91505;2024;20240101;2;3;952;189
AT13;91500;91506;2024;20240101;1;1;425;490
AT13;91500;91506;2024;20240101;1;2;2711;3013
AT13;91500;91506;2024;20240101;1;3;597;267
AT13;91500;91506;2024;20240101;2;1;407;435
AT13;91500;91506;2024;20240101;2;2;2732;2392
AT13;91500;91506;2024;20240101;2;3;899;267
AT13;91500;91507;2024;20240101;1;1;269;188
AT13;91500;91507;2024;20240101;1;2;1722;1235
AT13;91500;91507;2024;20240101;1;3;541;136
AT13;91500;91507;2024;20240101;2;1;266;162
AT13;91500;91507;2024;20240101;2;2;1718;1097
AT13;91500;91507;2024;20240101;2;3;924;135
AT13;91500;91599;2024;20240101;1;1;0;0
AT13;91500;91599;2024;20240101;1;2;0;0
AT13;91500;91599;2024;20240101;1;3;0;0
AT13;91500;91599;2024;20240101;2;1;0;0
AT13;91500;91599;2024;20240101;2;2;0;0
AT13;91500;91599;2024;20240101;2;3;0;0
AT13;91600;91601;2024;20240101;1;1;425;478
AT13;91600;91601;2024;20240101;1;2;2586;2897
AT13;91600;91601;2024;20240101;1;3;570;230
AT13;91600;91601;2024;20240101;2;1;408;464
AT13;91600;91601;2024;20240101;2;2;2634;2376
AT13;91600;91601;2024;20240101;2;3;860;246
AT13;91600;91602;2024;20240101;1;1;232;363
AT13;91600;91602;2024;20240101;1;2;1326;2141
AT13;91600;91602;2024;20240101;1;3;290;194
AT13;91600;91602;2024;20240101;2;1;205;289
AT13;91600;91602;2024;20240101;2;2;1263;1480
AT13;91600;91602;2024;20240101;2;3;345;175
AT13;91600;91603;2024;20240101;1;1;505;459
AT13;91600;91603;2024;20240101;1;2;2631;1910
AT13;91600;91603;2024;20240101;1;3;674;204
AT13;91600;91603;2024;20240101;2;1;484;406
AT13;91600;91603;2024;20240101;2;2;2686;1800
AT13;91600;91603;2024;20240101;2;3;1011;188
AT13;91600;91604;2024;20240101;1;1;326;219
AT13;91600;91604;2024;20240101;1;2;1721;1326
AT13;91600;91604;2024;20240101;1;3;439;115
AT13;91600;91604;2024;20240101;2;1;314;234
AT13;91600;91604;2024;20240101;2;2;1732;1194
AT13;91600;91604;2024;20240101;2;3;675;133
AT13;91600;91605;2024;20240101;1;1;515;416
AT13;91600;91605;2024;20240101;1;2;3166;2896
AT13;91600;91605;2024;20240101;1;3;807;250
AT13;91600;91605;2024;20240101;2;1;519;491
AT13;91600;91605;2024;20240101;2;2;3332;2351
AT13;91600;91605;2024;20240101;2;3;1266;265
AT13;91600;91606;2024;20240101;1;1;441;307
AT13;91600;91606;2024;20240101;1;2;2264;1370
AT13;91600;91606;2024;20240101;1;3;659;153
AT13;91600;91606;2024;20240101;2;1;370;268
AT13;91600;91606;2024;20240101;2;2;2198;1296
AT13;91600;91606;2024;20240101;2;3;968;158
AT13;91600;91607;2024;20240101;1;1;525;398
AT13;91600;91607;2024;20240101;1;2;2444;1951
AT13;91600;91607;2024;20240101;1;3;649;154
AT13;91600;91607;2024;20240101;2;1;500;363
AT13;91600;91607;2024;20240101;2;2;2668;1644
AT13;91600;91607;2024;20240101;2;3;885;165
AT13;91600;91608;2024;20240101;1;1;171;94
AT13;91600;91608;2024;20240101;1;2;910;284
AT13;91600;91608;2024;20240101;1;3;340;25
AT13;91600;91608;2024;20240101;2;1;149;95
AT13;91600;91608;2024;20240101;2;2;946;341
AT13;91600;91608;2024;20240101;2;3;442;33
AT13;91600;91609;2024;20240101;1;1;360;53
AT13;91600;91609;2024;20240101;1;2;1368;218
AT13;91600;91609;2024;20240101;1;3;651;31
AT13;91600;91609;2024;20240101;2;1;302;55
AT13;91600;91609;2024;20240101;2;2;1457;293
AT13;91600;91609;2024;20240101;2;3;958;41
AT13;91600;91610;2024;20240101;1;1;257;415
AT13;91600;91610;2024;20240101;1;2;1627;2500
AT13;91600;91610;2024;20240101;1;3;333;254
AT13;91600;91610;2024;20240101;2;1;274;406
AT13;91600;91610;2024;20240101;2;2;1517;1945
AT13;91600;91610;2024;20240101;2;3;433;257
AT13;91600;91699;2024;20240101;1;1;0;0
AT13;91600;91699;2024;20240101;1;2;0;0
AT13;91600;91699;2024;20240101;1;3;0;0
AT13;91600;91699;2024;20240101;2;1;0;0
AT13;91600;91699;2024;20240101;2;2;0;0
AT13;91600;91699;2024;20240101;2;3;0;0
AT13;91700;91701;2024;20240101;1;1;384;313
AT13;91700;91701;2024;20240101;1;2;2094;1980
AT13;91700;91701;2024;20240101;1;3;499;180
AT13;91700;91701;2024;20240101;2;1;360;299
AT13;91700;91701;2024;20240101;2;2;2241;1634
AT13;91700;91701;2024;20240101;2;3;714;171
AT13;91700;91702;2024;20240101;1;1;476;551
AT13;91700;91702;2024;20240101;1;2;2589;2940
AT13;91700;91702;2024;20240101;1;3;628;228
AT13;91700;91702;2024;20240101;2;1;434;497
AT13;91700;91702;2024;20240101;2;2;2839;2529
AT13;91700;91702;2024;20240101;2;3;866;223
AT13;91700;91703;2024;20240101;1;1;689;556
AT13;91700;91703;2024;20240101;1;2;3481;3000
AT13;91700;91703;2024;20240101;1;3;888;270
AT13;91700;91703;2024;20240101;2;1;632;468
AT13;91700;91703;2024;20240101;2;2;3612;2511
AT13;91700;91703;2024;20240101;2;3;1289;253
AT13;91700;91704;2024;20240101;1;1;245;35
AT13;91700;91704;2024;20240101;1;2;912;253
AT13;91700;91704;2024;20240101;1;3;401;26
AT13;91700;91704;2024;20240101;2;1;266;43
AT13;91700;91704;2024;20240101;2;2;1041;264
AT13;91700;91704;2024;20240101;2;3;692;27
AT13;91700;91705;2024;20240101;1;1;433;136
AT13;91700;91705;2024;20240101;1;2;1523;447
AT13;91700;91705;2024;20240101;1;3;561;50
AT13;91700;91705;2024;20240101;2;1;369;122
AT13;91700;91705;2024;20240101;2;2;1651;515
AT13;91700;91705;2024;20240101;2;3;750;48
AT13;91700;91706;2024;20240101;1;1;180;52
AT13;91700;91706;2024;20240101;1;2;547;186
AT13;91700;91706;2024;20240101;1;3;228;15
AT13;91700;91706;2024;20240101;2;1;139;49
AT13;91700;91706;2024;20240101;2;2;569;232
AT13;91700;91706;2024;20240101;2;3;314;32
AT13;91700;91799;2024;20240101;1;1;0;0
AT13;91700;91799;2024;20240101;1;2;0;0
AT13;91700;91799;2024;20240101;1;3;0;0
AT13;91700;91799;2024;20240101;2;1;0;0
AT13;91700;91799;2024;20240101;2;2;0;0
AT13;91700;91799;2024;20240101;2;3;0;0
AT13;91800;91801;2024;20240101;1;1;159;51
AT13;91800;91801;2024;20240101;1;2;449;210
AT13;91800;91801;2024;20240101;1;3;149;30
AT13;91800;91801;2024;20240101;2;1;128;53
AT13;91800;91801;2024;20240101;2;2;538;277
AT13;91800;91801;2024;20240101;2;3;243;29
AT13;91800;91802;2024;20240101;1;1;650;246
AT13;91800;91802;2024;20240101;1;2;3014;1531
AT13;91800;91802;2024;20240101;1;3;818;160
AT13;91800;91802;2024;20240101;2;1;584;256
AT13;91800;91802;2024;20240101;2;2;3362;1818
AT13;91800;91802;2024;20240101;2;3;1256;177
AT13;91800;91803;2024;20240101;1;1;533;371
AT13;91800;91803;2024;20240101;1;2;3103;2337
AT13;91800;91803;2024;20240101;1;3;686;181
AT13;91800;91803;2024;20240101;2;1;554;340
AT13;91800;91803;2024;20240101;2;2;3478;2311
AT13;91800;91803;2024;20240101;2;3;1025;212
AT13;91800;91804;2024;20240101;1;1;446;216
AT13;91800;91804;2024;20240101;1;2;2173;902
AT13;91800;91804;2024;20240101;1;3;678;91
AT13;91800;91804;2024;20240101;2;1;415;197
AT13;91800;91804;2024;20240101;2;2;2346;990
AT13;91800;91804;2024;20240101;2;3;997;127
AT13;91800;91805;2024;20240101;1;1;623;234
AT13;91800;91805;2024;20240101;1;2;2104;874
AT13;91800;91805;2024;20240101;1;3;778;96
AT13;91800;91805;2024;20240101;2;1;643;247
AT13;91800;91805;2024;20240101;2;2;2436;1077
AT13;91800;91805;2024;20240101;2;3;1268;118
AT13;91800;91899;2024;20240101;1;1;0;0
AT13;91800;91899;2024;20240101;1;2;0;0
AT13;91800;91899;2024;20240101;1;3;0;0
AT13;91800;91899;2024;20240101;2;1;0;0
AT13;91800;91899;2024;20240101;2;2;0;0
AT13;91800;91899;2024;20240101;2;3;0;0
AT13;91900;91901;2024;20240101;1;1;346;153
AT13;91900;91901;2024;20240101;1;2;1411;550
AT13;91900;91901;2024;20240101;1;3;537;65
AT13;91900;91901;2024;20240101;2;1;335;157
AT13;91900;91901;2024;20240101;2;2;1482;683
AT13;91900;91901;2024;20240101;2;3;759;101
AT13;91900;91902;2024;20240101;1;1;309;336
AT13;91900;91902;2024;20240101;1;2;1851;1265
AT13;91900;91902;2024;20240101;1;3;747;113
AT13;91900;91902;2024;20240101;2;1;312;247
AT13;91900;91902;2024;20240101;2;2;1891;1266
AT13;91900;91902;2024;20240101;2;3;1282;129
AT13;91900;91903;2024;20240101;1;1;6;9
AT13;91900;91903;2024;20240101;1;2;107;293
AT13;91900;91903;2024;20240101;1;3;22;4
AT13;91900;91903;2024;20240101;2;1;4;7
AT13;91900;91903;2024;20240101;2;2;88;294
AT13;91900;91903;2024;20240101;2;3;33;7
AT13;91900;91904;2024;20240101;1;1;568;390
AT13;91900;91904;2024;20240101;1;2;3095;1730
AT13;91900;91904;2024;20240101;1;3;888;140
AT13;91900;91904;2024;20240101;2;1;535;326
AT13;91900;91904;2024;20240101;2;2;3160;1990
AT13;91900;91904;2024;20240101;2;3;1354;191
AT13;91900;91905;2024;20240101;1;1;345;271
AT13;91900;91905;2024;20240101;1;2;1572;718
AT13;91900;91905;2024;20240101;1;3;634;77
AT13;91900;91905;2024;20240101;2;1;356;224
AT13;91900;91905;2024;20240101;2;2;1655;891
AT13;91900;91905;2024;20240101;2;3;873;106
AT13;91900;91906;2024;20240101;1;1;314;168
AT13;91900;91906;2024;20240101;1;2;1207;477
AT13;91900;91906;2024;20240101;1;3;449;66
AT13;91900;91906;2024;20240101;2;1;285;151
AT13;91900;91906;2024;20240101;2;2;1151;630
AT13;91900;91906;2024;20240101;2;3;596;76
AT13;91900;91907;2024;20240101;1;1;166;82
AT13;91900;91907;2024;20240101;1;2;660;278
AT13;91900;91907;2024;20240101;1;3;232;37
AT13;91900;91907;2024;20240101;2;1;149;80
AT13;91900;91907;2024;20240101;2;2;695;355
AT13;91900;91907;2024;20240101;2;3;353;45
AT13;91900;91908;2024;20240101;1;1;498;333
AT13;91900;91908;2024;20240101;1;2;2717;1254
AT13;91900;91908;2024;20240101;1;3;1049;146
AT13;91900;91908;2024;20240101;2;1;517;314
AT13;91900;91908;2024;20240101;2;2;2889;1457
AT13;91900;91908;2024;20240101;2;3;1741;181
AT13;91900;91909;2024;20240101;1;1;251;93
AT13;91900;91909;2024;20240101;1;2;904;675
AT13;91900;91909;2024;20240101;1;3;279;54
AT13;91900;91909;2024;20240101;2;1;226;92
AT13;91900;91909;2024;20240101;2;2;1028;720
AT13;91900;91909;2024;20240101;2;3;382;68
AT13;91900;91910;2024;20240101;1;1;495;220
AT13;91900;91910;2024;20240101;1;2;2075;652
AT13;91900;91910;2024;20240101;1;3;863;86
AT13;91900;91910;2024;20240101;2;1;480;185
AT13;91900;91910;2024;20240101;2;2;2197;820
AT13;91900;91910;2024;20240101;2;3;1332;135
AT13;91900;91999;2024;20240101;1;1;0;0
AT13;91900;91999;2024;20240101;1;2;0;0
AT13;91900;91999;2024;20240101;1;3;0;0
AT13;91900;91999;2024;20240101;2;1;0;0
AT13;91900;91999;2024;20240101;2;2;0;0
AT13;91900;91999;2024;20240101;2;3;0;0
AT13;92000;92001;2024;20240101;1;1;412;272
AT13;92000;92001;2024;20240101;1;2;1892;1001
AT13;92000;92001;2024;20240101;1;3;381;121
AT13;92000;92001;2024;20240101;2;1;360;256
AT13;92000;92001;2024;20240101;2;2;1833;1094
AT13;92000;92001;2024;20240101;2;3;574;143
AT13;92000;92002;2024;20240101;1;1;472;560
AT13;92000;92002;2024;20240101;1;2;2944;3174
AT13;92000;92002;2024;20240101;1;3;719;247
AT13;92000;92002;2024;20240101;2;1;458;547
AT13;92000;92002;2024;20240101;2;2;2632;2649
AT13;92000;92002;2024;20240101;2;3;1015;292
AT13;92000;92003;2024;20240101;1;1;444;472
AT13;92000;92003;2024;20240101;1;2;2505;2602
AT13;92000;92003;2024;20240101;1;3;681;188
AT13;92000;92003;2024;20240101;2;1;425;412
AT13;92000;92003;2024;20240101;2;2;2445;2201
AT13;92000;92003;2024;20240101;2;3;1057;221
AT13;92000;92004;2024;20240101;1;1;400;252
AT13;92000;92004;2024;20240101;1;2;1819;1581
AT13;92000;92004;2024;20240101;1;3;484;88
AT13;92000;92004;2024;20240101;2;1;310;240
AT13;92000;92004;2024;20240101;2;2;1764;1526
AT13;92000;92004;2024;20240101;2;3;707;119
AT13;92000;92005;2024;20240101;1;1;318;385
AT13;92000;92005;2024;20240101;1;2;1898;2399
AT13;92000;92005;2024;20240101;1;3;419;165
AT13;92000;92005;2024;20240101;2;1;289;361
AT13;92000;92005;2024;20240101;2;2;1998;1700
AT13;92000;92005;2024;20240101;2;3;595;198
AT13;92000;92006;2024;20240101;1;1;360;434
AT13;92000;92006;2024;20240101;1;2;1578;1493
AT13;92000;92006;2024;20240101;1;3;454;121
AT13;92000;92006;2024;20240101;2;1;359;373
AT13;92000;92006;2024;20240101;2;2;1527;1403
AT13;92000;92006;2024;20240101;2;3;725;151
AT13;92000;92007;2024;20240101;1;1;541;478
AT13;92000;92007;2024;20240101;1;2;2628;2176
AT13;92000;92007;2024;20240101;1;3;804;150
AT13;92000;92007;2024;20240101;2;1;555;481
AT13;92000;92007;2024;20240101;2;2;2651;2078
AT13;92000;92007;2024;20240101;2;3;1184;225
AT13;92000;92008;2024;20240101;1;1;166;204
AT13;92000;92008;2024;20240101;1;2;985;1335
AT13;92000;92008;2024;20240101;1;3;354;81
AT13;92000;92008;2024;20240101;2;1;166;209
AT13;92000;92008;2024;20240101;2;2;924;1246
AT13;92000;92008;2024;20240101;2;3;512;103
AT13;92000;92099;2024;20240101;1;1;0;0
AT13;92000;92099;2024;20240101;1;2;0;0
AT13;92000;92099;2024;20240101;1;3;0;0
AT13;92000;92099;2024;20240101;2;1;0;0
AT13;92000;92099;2024;20240101;2;2;0;0
AT13;92000;92099;2024;20240101;2;3;0;0
AT13;92100;92101;2024;20240101;1;1;93;19
AT13;92100;92101;2024;20240101;1;2;437;58
AT13;92100;92101;2024;20240101;1;3;152;6
AT13;92100;92101;2024;20240101;2;1;95;11
AT13;92100;92101;2024;20240101;2;2;471;68
AT13;92100;92101;2024;20240101;2;3;184;7
AT13;92100;92102;2024;20240101;1;1;581;187
AT13;92100;92102;2024;20240101;1;2;2422;662
AT13;92100;92102;2024;20240101;1;3;438;62
AT13;92100;92102;2024;20240101;2;1;515;220
AT13;92100;92102;2024;20240101;2;2;2540;787
AT13;92100;92102;2024;20240101;2;3;564;72
AT13;92100;92103;2024;20240101;1;1;638;191
AT13;92100;92103;2024;20240101;1;2;2155;525
AT13;92100;92103;2024;20240101;1;3;529;53
AT13;92100;92103;2024;20240101;2;1;541;156
AT13;92100;92103;2024;20240101;2;2;2372;648
AT13;92100;92103;2024;20240101;2;3;610;40
AT13;92100;92104;2024;20240101;1;1;249;121
AT13;92100;92104;2024;20240101;1;2;981;311
AT13;92100;92104;2024;20240101;1;3;454;21
