JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT;
2025;OKT;1219;Barawitzkagasse;G;0;Heiligenstädter Str.;LkwÄ;540;619;644;631;564;348;277;710;Mo,13.10.;
2025;OKT;1219;Barawitzkagasse;G;0;Ruthgasse;Kfz;9446;9883;9552;9924;10035;8754;7627;10246;Mi,01.10.;
2025;OKT;1219;Barawitzkagasse;G;0;Ruthgasse;LkwÄ;468;540;536;553;505;287;238;583;Do,02.10.;
2025;OKT;1219;Barawitzkagasse;G;0;Gesamt;Kfz;21274;22184;21373;22220;22732;20088;17230;23381;Fr,10.10.;
2025;OKT;1219;Barawitzkagasse;G;0;Gesamt;LkwÄ;1008;1159;1179;1184;1070;635;515;1262;Do,02.10.;
2025;OKT;1220;Am Heumarkt;B;1;Schwarzenbergplatz;Kfz;6799;7467;7072;7656;7256;5428;4325;8163;*Do,23.10.;
2025;OKT;1220;Am Heumarkt;B;1;Schwarzenbergplatz;LkwÄ;224;249;230;256;246;190;112;337;Fr,10.10.;
2025;OKT;1220;Am Heumarkt;B;1;Urania;Kfz;16198;16721;16466;16724;16916;15103;14286;18086;*Fr,03.10.;
2025;OKT;1220;Am Heumarkt;B;1;Urania;LkwÄ;658;763;706;796;715;410;309;914;*Do,02.10.;
2025;OKT;1220;Am Heumarkt;B;1;Gesamt;Kfz;22997;24188;23539;24380;24171;20531;18611;25573;*Do,23.10.;
2025;OKT;1220;Am Heumarkt;B;1;Gesamt;LkwÄ;882;1012;936;1052;961;600;421;1206;*Do,02.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Laxenburger Straße;Kfz;14457;15107;14687;14994;15760;13369;11806;16181;Fr,31.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Laxenburger Straße;LkwÄ;421;522;533;546;446;156;105;634;Di,07.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Verteilerkreis;Kfz;13656;14291;13846;14210;14872;12586;11073;15562;Fr,31.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Verteilerkreis;LkwÄ;576;697;690;716;649;268;187;779;Do,23.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Gesamt;Kfz;28113;29398;28533;29205;30633;25955;22879;31743;Fr,31.10.;
2025;OKT;1221;Grenzackerstraße;B;225;Gesamt;LkwÄ;997;1219;1223;1262;1095;423;292;1337;Di,07.10.;
2025;OKT;1222;Universitätsring;G;0;Schottenring;Kfz;23138;24323;22844;24518;24962;21760;17700;26574;Do,23.10.;
2025;OKT;1222;Universitätsring;G;0;Schottenring;LkwÄ;727;829;778;856;793;538;333;1043;*Mi,01.10.;
2025;OKT;1222;Universitätsring;G;0;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1222;Universitätsring;G;0;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1222;Universitätsring;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1222;Universitätsring;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;Kfz;10093;10612;10290;10810;10316;9595;7605;11401;Do,23.10.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;LkwÄ;301;359;362;376;308;154;120;422;Do,23.10.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;Kfz;9884;10304;9749;10436;10379;9466;7888;10885;Mi,15.10.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;LkwÄ;310;368;364;384;329;160;122;599;Di,21.10.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Gesamt;Kfz;19977;20916;20038;21246;20695;19061;15494;21685;Do,23.10.;
2025;OKT;1223;Adalbert-Stifter-Straße;B;226;Gesamt;LkwÄ;611;727;726;759;636;314;241;967;Di,21.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Reichsbrücke;Kfz;10311;11135;10925;11066;11496;9503;6384;11952;Fr,03.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Reichsbrücke;LkwÄ;449;571;610;596;468;122;76;671;Mo,13.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Süßenbrunn;Kfz;9350;9799;9528;9620;10516;9511;6609;10587;Fr,31.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Süßenbrunn;LkwÄ;254;323;332;342;262;70;41;390;Mo,13.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Gesamt;Kfz;19662;20934;20454;20686;22012;19014;12993;22465;Fr,03.10.;
2025;OKT;1224;Wagramer Str. II;B;8;Gesamt;LkwÄ;703;893;943;938;730;192;117;1061;Mo,13.10.;
2025;OKT;1600;Schönbrunner Straße;B;1;Zentrum;Kfz;17549;17956;17046;17867;18934;17443;15308;19372;Fr,03.10.;
2025;OKT;1600;Schönbrunner Straße;B;1;Zentrum;LkwÄ;820;973;995;1012;844;473;291;1146;Do,02.10.;
2025;OKT;1600;Schönbrunner Straße;B;1;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1600;Schönbrunner Straße;B;1;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1600;Schönbrunner Straße;B;1;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1600;Schönbrunner Straße;B;1;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1603;Hirschstettner Straße;G;0;Kagran;Kfz;7263;7529;7214;7386;8182;7346;5652;8388;Fr,03.10.;
2025;OKT;1603;Hirschstettner Straße;G;0;Kagran;LkwÄ;317;361;396;353;355;215;165;453;Mo,06.10.;
2025;OKT;1603;Hirschstettner Straße;G;0;S2;Kfz;7677;8210;8206;8152;8378;7373;4916;8730;Fr,24.10.;
2025;OKT;1603;Hirschstettner Straße;G;0;S2;LkwÄ;333;390;412;397;351;200;142;467;Mo,06.10.;
2025;OKT;1603;Hirschstettner Straße;G;0;Gesamt;Kfz;14941;15739;15420;15538;16560;14719;10569;16756;Fr,31.10.;
2025;OKT;1603;Hirschstettner Straße;G;0;Gesamt;LkwÄ;650;750;808;750;706;414;308;920;Mo,06.10.;
2025;OKT;1607;Weißgerberlände;B;227;A4;Kfz;28475;29565;29129;29688;29567;26710;23974;31545;*Do,23.10.;
2025;OKT;1607;Weißgerberlände;B;227;A4;LkwÄ;805;974;1045;1007;825;368;268;1132;*Do,09.10.;
2025;OKT;1607;Weißgerberlände;B;227;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1607;Weißgerberlände;B;227;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1607;Weißgerberlände;B;227;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1607;Weißgerberlände;B;227;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;A23;Kfz;24231;24864;24174;24773;25670;23404;21417;26146;Fr,17.10.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;A23;LkwÄ;4102;4709;4832;4802;4350;2661;2052;5118;Do,02.10.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;Kfz;23056;24081;22944;24150;24799;21278;18940;25178;Fr,24.10.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;LkwÄ;889;1085;1124;1117;966;395;256;1179;Do,16.10.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;Kfz;47287;48945;47118;48923;50470;44682;40357;50949;Fr,03.10.;
2025;OKT;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;LkwÄ;4991;5794;5956;5918;5316;3056;2308;6243;Do,02.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Schwechat;Kfz;7022;7160;6684;7025;7916;6876;6378;9031;Fr,31.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Schwechat;LkwÄ;286;350;314;362;344;128;73;435;Di,21.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Zentrum;Kfz;7584;7772;7368;7690;8326;7395;6688;9341;Fr,31.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Zentrum;LkwÄ;496;585;540;602;574;288;190;657;Di,21.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Gesamt;Kfz;14606;14932;14052;14715;16242;14272;13066;18372;Fr,31.10.;
2025;OKT;1611;Simmeringer Hauptstr. II;B;225;Gesamt;LkwÄ;781;935;854;965;918;416;263;1092;Di,21.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Eichenstraße;Kfz;11757;12362;12078;12394;12497;10719;9316;13036;Fr,03.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Eichenstraße;LkwÄ;318;373;391;380;342;168;153;434;*Mi,29.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Wienerbergstraße;Kfz;8245;8797;8425;8759;9199;7302;6019;9396;Fr,03.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Wienerbergstraße;LkwÄ;393;458;442;466;451;228;180;567;Do,02.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Gesamt;Kfz;20002;21158;20503;21153;21697;18021;15334;22432;Fr,03.10.;
2025;OKT;1612;Längenfeldgasse;G;0;Gesamt;LkwÄ;711;832;833;846;792;396;333;959;Do,02.10.;
2025;OKT;1613;Lainzer Straße;G;0;Zentrum;Kfz;4817;5238;4945;5257;5418;3898;3318;5735;Do,23.10.;
2025;OKT;1613;Lainzer Straße;G;0;Zentrum;LkwÄ;381;429;406;434;432;260;222;486;Do,02.10.;
2025;OKT;1613;Lainzer Straße;G;0;Fasangartengasse;Kfz;6460;6922;6604;6973;7035;5550;4710;7563;Do,23.10.;
2025;OKT;1613;Lainzer Straße;G;0;Fasangartengasse;LkwÄ;538;608;606;614;592;382;298;696;Do,02.10.;
2025;OKT;1613;Lainzer Straße;G;0;Gesamt;Kfz;11277;12160;11549;12230;12453;9448;8028;13298;Do,23.10.;
2025;OKT;1613;Lainzer Straße;G;0;Gesamt;LkwÄ;919;1037;1012;1048;1024;642;520;1182;Do,02.10.;
2025;OKT;1614;Maxingstraße;G;0;Montecuccoliplatz;Kfz;4887;5244;5009;5276;5345;4100;3620;5453;Fr,03.10.;
2025;OKT;1614;Maxingstraße;G;0;Montecuccoliplatz;LkwÄ;770;855;824;860;867;560;492;941;Fr,03.10.;
2025;OKT;1614;Maxingstraße;G;0;Zentrum;Kfz;7547;8111;7804;8265;7925;6264;5586;8618;Do,02.10.;
2025;OKT;1614;Maxingstraße;G;0;Zentrum;LkwÄ;694;802;772;825;762;414;348;871;Do,02.10.;
2025;OKT;1614;Maxingstraße;G;0;Gesamt;Kfz;12434;13355;12813;13541;13270;10364;9205;14019;Do,02.10.;
2025;OKT;1614;Maxingstraße;G;0;Gesamt;LkwÄ;1464;1658;1597;1685;1630;975;840;1788;Do,02.10.;
2025;OKT;1615;Gablenzgasse;B;223;Zentrum;Kfz;14184;14667;14204;14598;15232;13859;11731;16875;Do,23.10.;
2025;OKT;1615;Gablenzgasse;B;223;Zentrum;LkwÄ;329;386;422;394;337;190;138;477;Do,23.10.;
2025;OKT;1615;Gablenzgasse;B;223;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1615;Gablenzgasse;B;223;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1615;Gablenzgasse;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1615;Gablenzgasse;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;OKT;1616;Gersthofer Straße;G;0;Lidlgasse;Kfz;7705;8109;7774;8156;8246;7104;5983;8512;Fr,03.10.;
2025;OKT;1616;Gersthofer Straße;G;0;Lidlgasse;LkwÄ;1386;1550;1529;1601;1424;922;912;1925;Do,02.10.;
2025;OKT;1616;Gersthofer Straße;G;0;Türkenschanz-Park;Kfz;8609;8983;8587;9045;9124;8083;6986;9348;Di,21.10.;
2025;OKT;1616;Gersthofer Straße;G;0;Türkenschanz-Park;LkwÄ;1065;1201;1126;1236;1161;731;620;1373;Mi,08.10.;
2025;OKT;1616;Gersthofer Straße;G;0;Gesamt;Kfz;16314;17092;16361;17202;17370;15188;12970;17836;Fr,03.10.;
2025;OKT;1616;Gersthofer Straße;G;0;Gesamt;LkwÄ;2452;2751;2655;2837;2585;1653;1531;3223;Do,02.10.;
2025;OKT;1617;Angerer Straße;G;0;Brünner Straße;Kfz;5714;6039;5941;6010;6196;5311;4248;6328;Di,21.10.;
2025;OKT;1617;Angerer Straße;G;0;Brünner Straße;LkwÄ;412;483;466;495;464;244;167;639;Di,21.10.;
2025;OKT;1617;Angerer Straße;G;0;Donaufelder Str.;Kfz;7604;7943;7750;7852;8354;7207;6050;8544;Fr,31.10.;
2025;OKT;1617;Angerer Straße;G;0;Donaufelder Str.;LkwÄ;268;304;300;312;287;164;158;358;Do,02.10.;
2025;OKT;1617;Angerer Straße;G;0;Gesamt;Kfz;13318;13982;13691;13862;14550;12518;10298;14834;Fr,31.10.;
2025;OKT;1617;Angerer Straße;G;0;Gesamt;LkwÄ;679;788;766;806;751;408;326;976;Di,21.10.;
2025;OKT;1618;Siemensstraße;B;229;Leopoldauer Platz;Kfz;7461;7899;7698;7821;8279;7075;5326;8657;Fr,24.10.;
2025;OKT;1618;Siemensstraße;B;229;Leopoldauer Platz;LkwÄ;1003;1176;1171;1209;1086;588;424;1302;Mo,20.10.;
2025;OKT;1618;Siemensstraße;B;229;Siemensplatz;Kfz;7860;8378;8179;8309;8730;7216;5525;8918;Fr,31.10.;
2025;OKT;1618;Siemensstraße;B;229;Siemensplatz;LkwÄ;960;1155;1144;1197;1044;477;324;1244;Mi,22.10.;
2025;OKT;1618;Siemensstraße;B;229;Gesamt;Kfz;15321;16277;15876;16130;17009;14292;10852;17494;Fr,24.10.;
2025;OKT;1618;Siemensstraße;B;229;Gesamt;LkwÄ;1963;2330;2315;2406;2130;1065;748;2531;Mo,20.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Liesinger Platz;Kfz;7902;8551;8256;8499;8932;6890;5184;9070;Fr,10.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Liesinger Platz;LkwÄ;316;362;363;364;358;192;173;387;Do,16.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Zentrum;Kfz;7939;8533;8263;8511;8811;6902;5560;8971;Fr,10.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Zentrum;LkwÄ;366;422;416;423;422;224;191;445;Do,02.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Gesamt;Kfz;15841;17084;16520;17010;17743;13793;10744;18041;Fr,10.10.;
2025;OKT;1619;Breitenfurter Straße II;B;13;Gesamt;LkwÄ;682;784;779;787;780;416;364;827;Do,02.10.;
2025;OKT;1620;Endresstraße;G;0;Mauerer Hauptplatz;Kfz;2873;3119;2964;3116;3253;2412;1917;3420;Fr,03.10.;
2025;OKT;1620;Endresstraße;G;0;Mauerer Hauptplatz;LkwÄ;178;214;212;216;211;81;68;241;Di,07.10.;
2025;OKT;1620;Endresstraße;G;0;Atzgersdorf;Kfz;1844;2022;1937;2028;2073;1526;1136;2281;Do,02.10.;
2025;OKT;1620;Endresstraße;G;0;Atzgersdorf;LkwÄ;252;299;290;303;296;135;94;364;Do,02.10.;
2025;OKT;1620;Endresstraße;G;0;Gesamt;Kfz;4717;5141;4902;5144;5326;3938;3054;5683;Fr,03.10.;
2025;OKT;1620;Endresstraße;G;0;Gesamt;LkwÄ;430;513;502;519;507;216;162;604;Do,02.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;Kfz;33592;33162;31876;32951;34783;35798;33858;38088;Sa,04.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;LkwÄ;1751;2128;2217;2209;1832;836;494;2347;Do,02.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Wienzeile;Kfz;38096;38343;36976;38227;39761;39108;35664;40513;Fr,31.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Wienzeile;LkwÄ;2399;2915;2974;3021;2569;1186;649;3201;Do,02.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Gesamt;Kfz;71688;71505;68852;71178;74544;74906;69522;76836;Sa,04.10.;
2025;OKT;1621;Währinger Gürtel;B;221;Gesamt;LkwÄ;4150;5043;5191;5230;4401;2023;1143;5548;Do,02.10.;
2025;OKT;1622;Himberger Straße II;B;16;Zentrum;Kfz;5106;5671;5705;5718;5509;3916;3051;6005;Mo,20.10.;
2025;OKT;1622;Himberger Straße II;B;16;Zentrum;LkwÄ;298;391;399;415;319;43;19;488;Do,09.10.;
2025;OKT;1622;Himberger Straße II;B;16;Leopoldsdorfer Str.;Kfz;5728;6422;6189;6458;6510;4211;3257;6980;Fr,24.10.;
2025;OKT;1622;Himberger Straße II;B;16;Leopoldsdorfer Str.;LkwÄ;906;1129;1098;1168;1044;331;201;1272;Do,02.10.;
2025;OKT;1622;Himberger Straße II;B;16;Gesamt;Kfz;10835;12093;11894;12176;12019;8127;6308;12435;Do,02.10.;
2025;OKT;1622;Himberger Straße II;B;16;Gesamt;LkwÄ;1204;1520;1496;1583;1363;374;220;1703;Di,14.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Stadteinwärts;Kfz;6714;7171;6946;7168;7360;6028;4771;7535;Fr,03.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Stadteinwärts;LkwÄ;609;746;746;771;675;273;161;862;Do,02.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Stadtauswärts;Kfz;7626;8270;7986;8229;8611;6532;5021;8722;Fr,31.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Stadtauswärts;LkwÄ;660;797;810;813;743;314;216;866;Mi,01.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Gesamt;Kfz;14341;15441;14932;15398;15971;12560;9792;16191;Fr,31.10.;
2025;OKT;1623;Breitenleer Straße II;G;0;Gesamt;LkwÄ;1269;1543;1555;1584;1418;587;377;1708;Do,02.10.;
2025;OKT;1624;Seyringer Straße;G;0;Wassermanngasse;Kfz;6727;7152;6948;7025;7669;6656;4356;7999;Fr,31.10.;
2025;OKT;1624;Seyringer Straße;G;0;Wassermanngasse;LkwÄ;308;398;416;424;311;72;26;487;Di,21.10.;
2025;OKT;1624;Seyringer Straße;G;0;Ernst-Kein-Gasse;Kfz;6102;6558;6485;6460;6893;5807;3773;8549;Do,23.10.;
2025;OKT;1624;Seyringer Straße;G;0;Ernst-Kein-Gasse;LkwÄ;343;438;471;465;336;104;36;592;Do,09.10.;
2025;OKT;1624;Seyringer Straße;G;0;Gesamt;Kfz;12829;13710;13434;13485;14562;12464;8128;15666;Do,23.10.;
2025;OKT;1624;Seyringer Straße;G;0;Gesamt;LkwÄ;651;836;887;889;648;175;62;1054;Do,09.10.;
2025;OKT;1625;Favoritenstraße;G;0;Karlsplatz (Zentrum);Kfz;9816;10124;9713;10141;10408;9397;8465;10689;Fr,03.10.;
2025;OKT;1625;Favoritenstraße;G;0;Karlsplatz (Zentrum);LkwÄ;170;208;218;210;196;84;39;236;Mo,06.10.;
2025;OKT;1625;Favoritenstraße;G;0;Südtiroler Platz;Kfz;2953;3110;2974;3114;3207;2703;2301;3371;Fr,10.10.;
2025;OKT;1625;Favoritenstraße;G;0;Südtiroler Platz;LkwÄ;192;228;242;229;214;106;68;274;Mo,27.10.;
2025;OKT;1625;Favoritenstraße;G;0;Gesamt;Kfz;12770;13234;12688;13255;13614;12100;10766;13903;Fr,03.10.;
2025;OKT;1625;Favoritenstraße;G;0;Gesamt;LkwÄ;362;436;460;439;410;190;107;496;Mo,27.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;Kfz;8024;8357;8008;8307;8779;7619;6514;8851;Fr,31.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;LkwÄ;284;343;349;358;298;125;103;414;Mi,15.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;Kfz;10003;10192;9754;10205;10507;9824;9096;11241;Sa,04.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;LkwÄ;699;838;850;866;750;350;249;1025;Do,23.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;Kfz;18028;18550;17762;18512;19286;17443;15610;19476;Fr,31.10.;
2025;OKT;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;LkwÄ;983;1182;1198;1224;1048;475;352;1394;Do,23.10.;
2025;OKT;1627;Felberstraße;B;224;Neubauguertel;Kfz;9382;9599;9426;9527;9938;9191;8328;10060;Fr,10.10.;
2025;OKT;1627;Felberstraße;B;224;Neubauguertel;LkwÄ;474;570;625;585;482;248;148;686;Mo,06.10.;
2025;OKT;1627;Felberstraße;B;224;Schweglerstraße;Kfz;7887;8062;7766;8033;8382;7691;7075;8662;Fr,24.10.;
2025;OKT;1627;Felberstraße;B;224;Schweglerstraße;LkwÄ;48;57;67;54;57;26;19;74;Mo,06.10.;
2025;OKT;1627;Felberstraße;B;224;Gesamt;Kfz;17269;17661;17192;17560;18320;16882;15403;18686;Fr,24.10.;
2025;OKT;1627;Felberstraße;B;224;Gesamt;LkwÄ;522;627;692;639;539;274;167;760;Mo,06.10.;426
2025;SEP.;1075;Reichsbrücke;B;8;Leopoldstadt;Kfz;50212;50692;50100;51098;50111;50696;47090;57012;Sa,27.09.;
2025;SEP.;1075;Reichsbrücke;B;8;Leopoldstadt;LkwÄ;4743;4767;4821;4810;4560;4640;4712;5923;So,14.09.;
2025;SEP.;1075;Reichsbrücke;B;8;Donaustadt;Kfz;17233;18098;18088;18123;18033;16111;13594;20270;Mo,15.09.;
2025;SEP.;1075;Reichsbrücke;B;8;Donaustadt;LkwÄ;320;379;385;381;363;195;124;492;Mo,15.09.;
2025;SEP.;1075;Reichsbrücke;B;8;Gesamt;Kfz;67445;68790;68188;69220;68144;66807;60683;74472;Sa,27.09.;
2025;SEP.;1075;Reichsbrücke;B;8;Gesamt;LkwÄ;5063;5146;5205;5192;4923;4834;4835;6038;So,14.09.;
2025;SEP.;1078;Westbahnhof;B;221;Wienzeile;Kfz;36307;36526;35782;36299;38195;37554;33857;38811;Fr,12.09.;
2025;SEP.;1078;Westbahnhof;B;221;Wienzeile;LkwÄ;798;960;970;972;909;409;294;1043;Do,18.09.;
2025;SEP.;1078;Westbahnhof;B;221;Stadthalle;Kfz;32260;32233;31565;31910;34114;33624;31048;34740;Fr,12.09.;
2025;SEP.;1078;Westbahnhof;B;221;Stadthalle;LkwÄ;789;937;957;942;894;440;326;1034;Di,30.09.;
2025;SEP.;1078;Westbahnhof;B;221;Gesamt;Kfz;68567;68759;67347;68209;72309;71178;64905;73551;Fr,12.09.;
2025;SEP.;1078;Westbahnhof;B;221;Gesamt;LkwÄ;1587;1897;1928;1914;1802;850;620;2068;Di,30.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Brigittenau;Kfz;14481;15239;15098;15633;14134;12918;11876;16885;Di,16.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Brigittenau;LkwÄ;307;381;389;401;310;116;88;448;Di,16.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Floridsdorf;Kfz;13888;14678;14343;14702;15020;12921;10506;16303;Do,04.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Floridsdorf;LkwÄ;301;373;373;381;350;123;80;428;Di,23.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Gesamt;Kfz;28369;29918;29441;30336;29154;25840;22382;32339;Do,04.09.;
2025;SEP.;1089;Floridsdorf-Br.;B;226;Gesamt;LkwÄ;608;755;762;781;659;239;168;876;Di,23.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Brigittenau;Kfz;12699;13439;13046;13754;12909;11056;10272;15607;*Di,16.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Brigittenau;LkwÄ;265;337;336;355;280;79;53;452;*Di,16.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Floridsdorf;Kfz;11221;11865;11457;11976;12014;10254;8643;12810;*Di,30.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Floridsdorf;LkwÄ;311;372;371;381;344;170;112;402;*Di,23.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Gesamt;Kfz;23920;25304;24504;25730;24922;21310;18915;27608;*Di,30.09.;
2025;SEP.;1096;Brigittenauer Brücke;B;14;Gesamt;LkwÄ;575;709;707;736;624;249;166;818;*Di,16.09.;
2025;SEP.;1131;Karlsplatz;B;1;Heumarkt;Kfz;20055;21122;20013;21343;21792;19230;15014;23218;Do,25.09.;
2025;SEP.;1131;Karlsplatz;B;1;Heumarkt;LkwÄ;671;761;750;771;743;501;346;855;Di,09.09.;
2025;SEP.;1131;Karlsplatz;B;1;Wienzeile;Kfz;13269;14445;13666;14902;13937;11214;8853;16459;Do,25.09.;
2025;SEP.;1131;Karlsplatz;B;1;Wienzeile;LkwÄ;518;585;554;602;568;396;268;672;Di,23.09.;
2025;SEP.;1131;Karlsplatz;B;1;Gesamt;Kfz;33324;35567;33679;36244;35728;30444;23867;39677;Do,25.09.;
2025;SEP.;1131;Karlsplatz;B;1;Gesamt;LkwÄ;1189;1346;1304;1373;1311;897;614;1478;Di,23.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;Kfz;24593;24996;24370;24960;25894;25128;21841;26457;Fr,19.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;LkwÄ;784;901;889;929;826;564;362;1164;Do,04.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;Kfz;38296;39712;38584;39857;40652;36415;32384;42323;Fr,19.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;LkwÄ;1754;2078;2033;2133;1954;1034;692;2311;Di,16.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;Gesamt;Kfz;62889;64708;62955;64818;66546;61544;54225;68780;Fr,19.09.;
2025;SEP.;1170;Donaukanal Straße;B;227;Gesamt;LkwÄ;2539;2980;2923;3063;2780;1598;1054;3275;Do,04.09.;
2025;SEP.;1177;Handelskai;B;14;Klosterneuburg;Kfz;11230;11860;12328;11800;11469;9945;9054;13783;Mo,29.09.;
2025;SEP.;1177;Handelskai;B;14;Klosterneuburg;LkwÄ;538;668;685;689;577;204;154;787;Di,23.09.;
2025;SEP.;1177;Handelskai;B;14;Freudenau;Kfz;14591;15321;15105;15462;15132;13652;11513;21685;Sa,27.09.;
2025;SEP.;1177;Handelskai;B;14;Freudenau;LkwÄ;686;848;812;897;736;289;191;1342;Di,16.09.;
2025;SEP.;1177;Handelskai;B;14;Gesamt;Kfz;25821;27180;27433;27262;26601;23597;20566;32769;Sa,27.09.;
