JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT;
2025;JUNI;1221;Grenzackerstraße;B;225;Laxenburger Straße;Kfz;14574;15351;15082;15325;15690;13799;12907;17422;Fr,06.06.;
2025;JUNI;1221;Grenzackerstraße;B;225;Laxenburger Straße;LkwÄ;374;517;487;556;438;166;106;719;*Di,17.06.;
2025;JUNI;1221;Grenzackerstraße;B;225;Verteilerkreis;Kfz;13528;14160;13780;14188;14462;13101;12057;15000;Fr,27.06.;
2025;JUNI;1221;Grenzackerstraße;B;225;Verteilerkreis;LkwÄ;518;687;688;709;628;280;193;762;Mi,25.06.;
2025;JUNI;1221;Grenzackerstraße;B;225;Gesamt;Kfz;28102;29510;28862;29513;30152;26900;24964;32093;Fr,06.06.;
2025;JUNI;1221;Grenzackerstraße;B;225;Gesamt;LkwÄ;892;1204;1176;1265;1066;446;299;1411;*Di,17.06.;
2025;JUNI;1222;Universitätsring;G;0;Schottenring;Kfz;22606;25780;24541;26296;25603;16216;17641;28247;Do,05.06.;
2025;JUNI;1222;Universitätsring;G;0;Schottenring;LkwÄ;705;916;843;969;844;368;324;1330;Mi,25.06.;
2025;JUNI;1222;Universitätsring;G;0;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1222;Universitätsring;G;0;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1222;Universitätsring;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1222;Universitätsring;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;Kfz;9466;10374;10302;10623;9764;8497;7552;11490;Do,12.06.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;LkwÄ;407;500;539;501;460;279;227;631;Mo,23.06.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;Kfz;9973;10828;10287;10948;11042;9816;7742;12269;Fr,06.06.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;LkwÄ;326;432;406;463;374;182;119;677;Mi,25.06.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Gesamt;Kfz;19439;21203;20589;21570;20805;18313;15295;23347;Mi,18.06.;
2025;JUNI;1223;Adalbert-Stifter-Straße;B;226;Gesamt;LkwÄ;733;933;946;964;834;460;346;1229;Mi,25.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Reichsbrücke;Kfz;10588;12475;12684;12519;12142;9140;6296;13980;Mi,18.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Reichsbrücke;LkwÄ;514;748;856;782;548;153;84;955;Mo,16.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Süßenbrunn;Kfz;9018;10208;9964;10141;10636;8751;5943;10955;Fr,06.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Süßenbrunn;LkwÄ;265;386;408;406;310;78;43;568;Mi,25.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Gesamt;Kfz;19607;22682;22648;22660;22778;17891;12239;24837;Mi,18.06.;
2025;JUNI;1224;Wagramer Str. II;B;8;Gesamt;LkwÄ;779;1134;1264;1188;857;232;127;1380;Mi,25.06.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Zentrum;Kfz;17364;18647;17510;18858;19201;16024;14649;20608;Fr,06.06.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Zentrum;LkwÄ;845;1106;1046;1158;1024;537;312;1236;Do,12.06.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1600;Schönbrunner Straße;B;1;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1603;Hirschstettner Straße;G;0;Kagran;Kfz;6883;7435;7141;7416;7782;7046;5291;8208;Fr,20.06.;
2025;JUNI;1603;Hirschstettner Straße;G;0;Kagran;LkwÄ;266;338;376;336;307;177;123;413;Mo,16.06.;
2025;JUNI;1603;Hirschstettner Straße;G;0;S2;Kfz;7770;8788;9019;8745;8674;7509;5159;10178;Do,12.06.;
2025;JUNI;1603;Hirschstettner Straße;G;0;S2;LkwÄ;332;436;471;449;367;202;122;538;Do,12.06.;
2025;JUNI;1603;Hirschstettner Straße;G;0;Gesamt;Kfz;14653;16223;16160;16160;16456;14555;10450;17879;*Mi,18.06.;
2025;JUNI;1603;Hirschstettner Straße;G;0;Gesamt;LkwÄ;598;774;847;784;674;380;245;925;*Do,12.06.;
2025;JUNI;1607;Weißgerberlände;B;227;A4;Kfz;32465;36272;35990;36760;35212;27573;24927;38632;*Fr,13.06.;
2025;JUNI;1607;Weißgerberlände;B;227;A4;LkwÄ;1545;2000;2240;2009;1738;990;624;2740;Mo,16.06.;
2025;JUNI;1607;Weißgerberlände;B;227;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1607;Weißgerberlände;B;227;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1607;Weißgerberlände;B;227;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1607;Weißgerberlände;B;227;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;A23;Kfz;20508;21483;21092;21707;21257;19577;18393;23149;Fr,06.06.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;A23;LkwÄ;3112;3841;3846;3988;3429;2144;1685;4348;Di,10.06.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;Kfz;19951;20822;19490;21150;21252;19007;18127;22564;*Mi,25.06.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;Wienzeile;LkwÄ;629;849;821;894;752;326;207;984;*Mi,04.06.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;Kfz;40459;42305;40582;42858;42509;38584;36520;45308;*Do,05.06.;
2025;JUNI;1608;Margaretengürtel/Matzl.Pl;B;221;Gesamt;LkwÄ;3741;4690;4668;4883;4182;2470;1892;5302;*Mi,04.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Schwechat;Kfz;6486;6943;6474;6963;7357;6178;5420;8151;Fr,06.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Schwechat;LkwÄ;326;445;416;472;402;153;102;546;Mi,25.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Zentrum;Kfz;7215;7806;7353;7878;8062;6585;5972;8794;Fr,06.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Zentrum;LkwÄ;499;652;599;683;619;276;212;762;Mi,11.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Gesamt;Kfz;13701;14749;13828;14841;15419;12764;11392;16945;Fr,06.06.;
2025;JUNI;1611;Simmeringer Hauptstr. II;B;225;Gesamt;LkwÄ;826;1097;1015;1155;1021;429;315;1263;Mi,25.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Eichenstraße;Kfz;10833;12022;12191;12136;11538;9256;8508;13751;*Di,10.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Eichenstraße;LkwÄ;220;287;278;297;266;107;103;409;*Do,12.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Wienerbergstraße;Kfz;7662;8705;8412;8811;8706;6611;5430;9368;Fr,06.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Wienerbergstraße;LkwÄ;343;435;412;451;416;219;162;484;Di,24.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Gesamt;Kfz;18495;20727;20603;20947;20244;15867;13939;22293;*Di,10.06.;
2025;JUNI;1612;Längenfeldgasse;G;0;Gesamt;LkwÄ;563;722;690;748;682;326;265;882;*Do,12.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Zentrum;Kfz;4794;5555;5239;5614;5710;3819;3286;6301;*Fr,27.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Zentrum;LkwÄ;324;398;363;415;384;209;188;501;*Mi,11.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Fasangartengasse;Kfz;6481;7334;7190;7531;6938;5476;4739;8167;*Do,05.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Fasangartengasse;LkwÄ;394;478;470;501;422;284;229;595;*Do,12.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Gesamt;Kfz;11275;12890;12429;13145;12648;9295;8025;13918;*Do,05.06.;
2025;JUNI;1613;Lainzer Straße;G;0;Gesamt;LkwÄ;718;876;834;916;805;493;417;996;*Do,12.06.;
2025;JUNI;1614;Maxingstraße;G;0;Montecuccoliplatz;Kfz;4400;5041;4754;5124;5098;3648;3089;5548;Fr,13.06.;
2025;JUNI;1614;Maxingstraße;G;0;Montecuccoliplatz;LkwÄ;313;373;361;381;365;223;199;395;Mi,18.06.;
2025;JUNI;1614;Maxingstraße;G;0;Zentrum;Kfz;7206;8437;8200;8684;7994;5424;4882;8995;Do,05.06.;
2025;JUNI;1614;Maxingstraße;G;0;Zentrum;LkwÄ;672;856;843;886;787;404;323;952;Di,10.06.;
2025;JUNI;1614;Maxingstraße;G;0;Gesamt;Kfz;11605;13477;12953;13808;13093;9072;7971;14110;Do,05.06.;
2025;JUNI;1614;Maxingstraße;G;0;Gesamt;LkwÄ;984;1230;1204;1267;1152;627;522;1336;Di,10.06.;
2025;JUNI;1615;Gablenzgasse;B;223;Zentrum;Kfz;14383;15376;15444;15271;15597;13939;11941;17364;Mo,02.06.;
2025;JUNI;1615;Gablenzgasse;B;223;Zentrum;LkwÄ;364;432;550;402;397;341;192;808;Sa,07.06.;
2025;JUNI;1615;Gablenzgasse;B;223;Stadtauswärts;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1615;Gablenzgasse;B;223;Stadtauswärts;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1615;Gablenzgasse;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1615;Gablenzgasse;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.;
2025;JUNI;1616;Gersthofer Straße;G;0;Lidlgasse;Kfz;8216;9107;8723;9360;8796;7529;6189;9978;Mi,18.06.;
2025;JUNI;1616;Gersthofer Straße;G;0;Lidlgasse;LkwÄ;1177;1406;1371;1452;1316;968;674;1677;Do,12.06.;
2025;JUNI;1616;Gersthofer Straße;G;0;Türkenschanz-Park;Kfz;8481;9460;8941;9686;9358;7632;6306;10027;Do,05.06.;
2025;JUNI;1616;Gersthofer Straße;G;0;Türkenschanz-Park;LkwÄ;1068;1289;1231;1336;1218;793;624;1497;Do,05.06.;
2025;JUNI;1616;Gersthofer Straße;G;0;Gesamt;Kfz;16696;18568;17664;19047;18154;15161;12495;19868;Mi,18.06.;
2025;JUNI;1616;Gersthofer Straße;G;0;Gesamt;LkwÄ;2244;2695;2602;2788;2534;1762;1297;3024;Di,17.06.;
2025;JUNI;1617;Angerer Straße;G;0;Brünner Straße;Kfz;6812;7564;7386;7575;7712;6257;5089;7992;Fr,06.06.;
2025;JUNI;1617;Angerer Straße;G;0;Brünner Straße;LkwÄ;239;329;289;354;300;98;74;421;*Do,05.06.;
2025;JUNI;1617;Angerer Straße;G;0;Donaufelder Str.;Kfz;4479;4940;4745;5007;4952;3948;3529;5665;Do,05.06.;
2025;JUNI;1617;Angerer Straße;G;0;Donaufelder Str.;LkwÄ;119;160;167;162;149;70;34;178;*Do,12.06.;
2025;JUNI;1617;Angerer Straße;G;0;Gesamt;Kfz;11291;12505;12131;12582;12664;10205;8618;13559;Do,05.06.;
2025;JUNI;1617;Angerer Straße;G;0;Gesamt;LkwÄ;358;490;456;516;449;168;109;575;*Do,05.06.;
2025;JUNI;1618;Siemensstraße;B;229;Leopoldauer Platz;Kfz;7007;7894;7835;7910;7908;6343;4981;8546;*Mi,25.06.;
2025;JUNI;1618;Siemensstraße;B;229;Leopoldauer Platz;LkwÄ;550;747;985;698;647;248;188;1033;*Mo,16.06.;
2025;JUNI;1618;Siemensstraße;B;229;Siemensplatz;Kfz;7627;8647;8424;8680;8780;7016;5206;9303;Mi,18.06.;
2025;JUNI;1618;Siemensstraße;B;229;Siemensplatz;LkwÄ;965;1288;1310;1332;1143;537;336;1443;Mo,23.06.;
2025;JUNI;1618;Siemensstraße;B;229;Gesamt;Kfz;14634;16541;16259;16590;16689;13358;10187;17365;*Fr,06.06.;
2025;JUNI;1618;Siemensstraße;B;229;Gesamt;LkwÄ;1516;2035;2295;2030;1790;786;523;2460;*Mo,23.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Liesinger Platz;Kfz;7576;8701;8443;8735;8864;6772;4983;9320;Fr,06.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Liesinger Platz;LkwÄ;297;365;380;365;350;191;174;430;Mo,23.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Zentrum;Kfz;7719;8787;8502;8857;8878;6754;5373;9250;Fr,06.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Zentrum;LkwÄ;331;410;418;412;397;212;185;470;Mo,23.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Gesamt;Kfz;15295;17487;16945;17592;17742;13526;10357;18570;Fr,06.06.;
2025;JUNI;1619;Breitenfurter Straße II;B;13;Gesamt;LkwÄ;628;775;798;776;747;403;359;900;Mo,23.06.;
2025;JUNI;1620;Endresstraße;G;0;Mauerer Hauptplatz;Kfz;2905;3331;3115;3391;3380;2501;1982;3584;Fr,13.06.;
2025;JUNI;1620;Endresstraße;G;0;Mauerer Hauptplatz;LkwÄ;169;225;226;230;210;85;65;263;Do,05.06.;
2025;JUNI;1620;Endresstraße;G;0;Atzgersdorf;Kfz;1804;2108;1951;2159;2125;1489;1157;2293;Do,05.06.;
2025;JUNI;1620;Endresstraße;G;0;Atzgersdorf;LkwÄ;231;304;292;317;281;124;94;360;Mi,04.06.;
2025;JUNI;1620;Endresstraße;G;0;Gesamt;Kfz;4709;5439;5066;5551;5504;3990;3139;5835;Fr,13.06.;
2025;JUNI;1620;Endresstraße;G;0;Gesamt;LkwÄ;400;529;518;547;491;209;160;609;Mi,04.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;Kfz;34199;34815;33584;34809;36062;35424;31829;38053;Sa,14.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Liechtenwerder Platz;LkwÄ;1561;2135;2167;2226;1853;811;433;2426;Di,10.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Wienzeile;Kfz;38026;39365;38316;39443;40200;37890;34468;41414;Fr,06.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Wienzeile;LkwÄ;2021;2735;2738;2834;2463;1087;616;2943;Do,12.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Gesamt;Kfz;72225;74180;71900;74251;76263;73313;66297;79221;Fr,06.06.;
2025;JUNI;1621;Währinger Gürtel;B;221;Gesamt;LkwÄ;3582;4870;4905;5060;4316;1898;1048;5287;Do,12.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Zentrum;Kfz;4787;5648;5696;5750;5317;3733;3053;6073;Di,10.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Zentrum;LkwÄ;242;366;385;385;296;46;17;434;Mi,25.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Leopoldsdorfer Str.;Kfz;5592;6724;6316;6862;6750;4409;3195;7534;Fr,06.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Leopoldsdorfer Str.;LkwÄ;911;1271;1236;1311;1195;412;218;1414;Di,10.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Gesamt;Kfz;10379;12371;12012;12613;12066;8142;6248;13220;Mi,18.06.;
2025;JUNI;1622;Himberger Straße II;B;16;Gesamt;LkwÄ;1153;1637;1621;1696;1491;458;234;1813;Di,10.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Stadteinwärts;Kfz;6959;7728;7760;7632;7957;6494;5138;8828;*Fr,27.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Stadteinwärts;LkwÄ;562;770;910;740;710;270;165;1218;Mo,02.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Stadtauswärts;Kfz;7727;8781;8475;8827;8959;6948;5313;9531;Mi,18.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Stadtauswärts;LkwÄ;862;1112;1198;1117;1012;515;381;1372;Mi,04.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Gesamt;Kfz;14686;16508;16235;16459;16916;13442;10451;17755;*Fr,27.06.;
2025;JUNI;1623;Breitenleer Straße II;G;0;Gesamt;LkwÄ;1424;1882;2108;1857;1722;785;546;2528;Mo,02.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Wassermanngasse;Kfz;6652;7434;7375;7319;7809;6759;4467;8211;Fr,06.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Wassermanngasse;LkwÄ;293;425;480;436;338;112;40;533;Di,17.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Ernst-Kein-Gasse;Kfz;4910;5596;5506;5537;5848;4578;3239;6036;*Fr,27.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Ernst-Kein-Gasse;LkwÄ;49;72;77;89;22;12;5;200;*Di,03.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Gesamt;Kfz;11562;13030;12880;12857;13657;11337;7706;14222;*Fr,06.06.;
2025;JUNI;1624;Seyringer Straße;G;0;Gesamt;LkwÄ;342;497;557;525;360;124;45;732;*Di,17.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Karlsplatz (Zentrum);Kfz;9196;10282;10062;10362;10281;7888;6998;10779;Fr,06.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Karlsplatz (Zentrum);LkwÄ;176;247;322;232;214;67;46;540;Mo,23.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Südtiroler Platz;Kfz;2876;3259;3201;3272;3284;2527;2033;3509;Fr,13.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Südtiroler Platz;LkwÄ;164;216;232;209;217;124;49;266;Fr,27.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Gesamt;Kfz;12072;13541;13263;13634;13565;10415;9031;14121;Fr,06.06.;
2025;JUNI;1625;Favoritenstraße;G;0;Gesamt;LkwÄ;340;463;553;441;431;191;95;793;Mo,23.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;Kfz;7487;7971;7867;7962;8100;7258;6303;8559;Fr,13.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;LkwÄ;294;386;472;369;346;142;134;725;Mo,23.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;Kfz;10089;10707;11145;10541;10728;9588;8697;13561;Mo,02.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;LkwÄ;776;1032;1416;951;870;424;281;2503;Mo,02.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;Kfz;17576;18679;19012;18503;18828;16846;15000;21379;Mo,02.06.;
2025;JUNI;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;LkwÄ;1070;1418;1887;1320;1216;565;414;2864;Mo,02.06.;
2025;JUNI;1627;Felberstraße;B;224;Neubauguertel;Kfz;9432;9985;9868;9953;10192;9054;8147;10679;Fr,27.06.;
2025;JUNI;1627;Felberstraße;B;224;Neubauguertel;LkwÄ;448;583;675;572;522;313;157;855;Mo,23.06.;
2025;JUNI;1627;Felberstraße;B;224;Schweglerstraße;Kfz;7370;7990;7719;8110;7930;6656;6098;8448;Fr,06.06.;
2025;JUNI;1627;Felberstraße;B;224;Schweglerstraße;LkwÄ;50;68;66;69;64;22;20;88;Do,05.06.;
2025;JUNI;1627;Felberstraße;B;224;Gesamt;Kfz;16803;17975;17588;18063;18121;15710;14245;18803;Fr,06.06.;
2025;JUNI;1627;Felberstraße;B;224;Gesamt;LkwÄ;498;651;740;641;586;336;176;928;Mo,23.06.;427
2025;MAI;1075;Reichsbrücke;B;8;Leopoldstadt;Kfz;47681;48752;48475;49458;47421;46104;45424;51590;Mi,28.05.;
2025;MAI;1075;Reichsbrücke;B;8;Leopoldstadt;LkwÄ;4592;4431;4657;4374;4377;4591;5131;5574;So,18.05.;
2025;MAI;1075;Reichsbrücke;B;8;Donaustadt;Kfz;16106;17540;16651;18260;16668;14775;12432;20215;Mi,28.05.;
2025;MAI;1075;Reichsbrücke;B;8;Donaustadt;LkwÄ;329;418;398;450;365;185;150;636;Di,27.05.;
2025;MAI;1075;Reichsbrücke;B;8;Gesamt;Kfz;63786;66292;65126;67718;64090;60879;57856;71805;Mi,28.05.;
2025;MAI;1075;Reichsbrücke;B;8;Gesamt;LkwÄ;4921;4850;5054;4824;4742;4776;5281;5694;So,18.05.;
2025;MAI;1078;Westbahnhof;B;221;Wienzeile;Kfz;36258;36851;35529;36918;37760;37166;33527;39300;Fr,09.05.;
2025;MAI;1078;Westbahnhof;B;221;Wienzeile;LkwÄ;747;965;1022;993;857;406;306;1050;Do,22.05.;
2025;MAI;1078;Westbahnhof;B;221;Stadthalle;Kfz;32410;32961;31801;33005;33793;33555;29620;35403;Sa,10.05.;
2025;MAI;1078;Westbahnhof;B;221;Stadthalle;LkwÄ;729;932;957;970;827;429;304;1071;Do,22.05.;
2025;MAI;1078;Westbahnhof;B;221;Gesamt;Kfz;68669;69812;67330;69924;71553;70721;63146;74284;Sa,10.05.;
2025;MAI;1078;Westbahnhof;B;221;Gesamt;LkwÄ;1476;1896;1979;1963;1684;835;609;2121;Do,22.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Brigittenau;Kfz;12956;14013;13792;14453;13221;12113;10135;15245;Di,13.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Brigittenau;LkwÄ;267;360;382;388;282;125;77;433;Di,13.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Floridsdorf;Kfz;14067;15384;14473;15693;15433;13110;10475;16890;Mi,28.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Floridsdorf;LkwÄ;300;405;393;425;370;139;87;461;Mi,14.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Gesamt;Kfz;27023;29396;28265;30145;28654;25223;20610;31441;Mi,28.05.;
2025;MAI;1089;Floridsdorf-Br.;B;226;Gesamt;LkwÄ;568;765;775;813;652;264;164;886;Mi,14.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Brigittenau;Kfz;13092;14633;14498;15285;13308;11075;9637;16525;Mi,28.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Brigittenau;LkwÄ;327;459;474;507;342;111;68;591;Di,27.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Floridsdorf;Kfz;11929;13014;12424;13336;12777;10660;9370;13994;Mi,28.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Floridsdorf;LkwÄ;349;461;473;482;404;180;119;578;Di,27.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Gesamt;Kfz;25021;27647;26923;28621;26085;21735;19007;30519;Mi,28.05.;
2025;MAI;1096;Brigittenauer Brücke;B;14;Gesamt;LkwÄ;676;920;947;989;746;291;186;1169;Di,27.05.;
2025;MAI;1131;Karlsplatz;B;1;Heumarkt;Kfz;19858;21752;20805;22478;20910;17669;15372;23901;Mi,28.05.;
2025;MAI;1131;Karlsplatz;B;1;Heumarkt;LkwÄ;677;814;805;841;763;484;379;945;Di,27.05.;
2025;MAI;1131;Karlsplatz;B;1;Wienzeile;Kfz;13135;14952;14229;15645;14007;10737;9074;16732;Do,08.05.;
2025;MAI;1131;Karlsplatz;B;1;Wienzeile;LkwÄ;538;644;652;658;609;388;309;777;Mi,21.05.;
2025;MAI;1131;Karlsplatz;B;1;Gesamt;Kfz;32993;36704;35034;38123;34917;28406;24446;39684;Do,08.05.;
2025;MAI;1131;Karlsplatz;B;1;Gesamt;LkwÄ;1215;1459;1457;1499;1372;872;688;1704;Mi,21.05.;
2025;MAI;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;Kfz;24675;25556;24439;25799;25915;24627;21776;27244;Mi,14.05.;
2025;MAI;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;LkwÄ;796;985;984;1007;936;523;397;1108;Mi,07.05.;
2025;MAI;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;Kfz;38367;40855;39655;41157;41150;36771;31402;43442;Mi,28.05.;
2025;MAI;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;LkwÄ;1713;2183;2202;2250;2020;1025;720;2354;Mi,28.05.;
2025;MAI;1170;Donaukanal Straße;B;227;Gesamt;Kfz;63041;66411;64094;66956;67064;61398;53178;70216;Fr,09.05.;
2025;MAI;1170;Donaukanal Straße;B;227;Gesamt;LkwÄ;2510;3168;3186;3258;2956;1548;1117;3415;Di,27.05.;
2025;MAI;1177;Handelskai;B;14;Klosterneuburg;Kfz;10481;11353;11206;11539;11060;9435;8447;12089;Mi,14.05.;
2025;MAI;1177;Handelskai;B;14;Klosterneuburg;LkwÄ;480;654;678;697;542;196;138;748;Di,27.05.;
2025;MAI;1177;Handelskai;B;14;Freudenau;Kfz;13151;14316;14050;14751;13570;12137;10114;15153;Do,08.05.;
2025;MAI;1177;Handelskai;B;14;Freudenau;LkwÄ;637;882;932;962;665;238;152;1099;Mi,28.05.;
2025;MAI;1177;Handelskai;B;14;Gesamt;Kfz;23632;25668;25255;26290;24631;21572;18562;27156;Mi,14.05.;
2025;MAI;1177;Handelskai;B;14;Gesamt;LkwÄ;1117;1536;1610;1658;1207;434;290;1798;Mo,19.05.;
2025;MAI;1179;Brunner Straße;B;12;Zentrum;Kfz;13432;15552;15281;15770;15289;11448;8020;16356;Fr,09.05.;
2025;MAI;1179;Brunner Straße;B;12;Zentrum;LkwÄ;988;1375;1367;1449;1217;364;218;1498;Di,13.05.;
2025;MAI;1179;Brunner Straße;B;12;Brunn am Gebirge;Kfz;17555;19609;19176;19733;19683;15865;12114;20991;Mi,28.05.;
2025;MAI;1179;Brunner Straße;B;12;Brunn am Gebirge;LkwÄ;1152;1576;1635;1637;1395;479;298;1707;Di,13.05.;
2025;MAI;1179;Brunner Straße;B;12;Gesamt;Kfz;30987;35161;34457;35503;34972;27313;20134;37088;Fr,09.05.;
2025;MAI;1179;Brunner Straße;B;12;Gesamt;LkwÄ;2140;2951;3002;3086;2612;843;516;3205;Di,13.05.;
2025;MAI;1180;Hochstraße;B;13;Zentrum;Kfz;5243;5781;5604;5848;5777;4713;3893;6294;Fr,09.05.;
2025;MAI;1180;Hochstraße;B;13;Zentrum;LkwÄ;246;317;317;327;296;132;101;369;Do,15.05.;
