C-SDB_TIT-0;C-W96-0;C-C93-2;F-ANK;F-UEB
202206;W96-9;94;2305;6157
202206;W96-9;08;2715;7492
202206;W96-9;67;1795;4814
202206;W96-9;11;3046;7479
202206;W96-9;86;1279;3123
202206;W96-9;13;2597;6322
202206;W96-9;14;11880;29517
202206;W96-9;15;2445;6550
202206;W96-9;87;2697;6852
202206;W96-9;18;2867;7274
202206;W96-9;49;494;1274
202206;W96-9;19;9762;28699
202206;W96-9;20;16821;42455
202206;W96-9;21;1277;3798
202206;W96-9;22;4911;11612
202206;W96-9;23;4243;10691
202206;W96-9;51;2870;6559
202206;W96-9;88;1358;3065
202206;W96-9;89;1554;3289
202206;W96-9;63;933;2412
202206;W96-9;90;537;1451
202206;W96-9;61;292;896
202206;W96-9;25;10994;27104
202206;W96-9;26;2318;5689
202206;W96-9;27;15234;31018
202206;W96-9;28;2300;6443
202206;W96-9;29;11524;28175
202206;W96-9;91;2078;6314
202206;W96-9;95;2420;5705
202206;W96-9;31;4198;9778
202206;W96-9;32;11268;27871
202206;W96-9;10;4316;7788
202206;W96-9;52;2765;5106
202206;W96-9;33;14477;34302
202206;W96-9;34;703;1807
202206;W96-9;17;3396;8059
202206;W96-9;64;2419;4833
202206;W96-9;59;3311;7411
202206;W96-9;65;407;1153
202206;W96-9;09;8918;15888
202206;W96-9;36;3154;8242
202206;W96-9;92;8675;23856
202206;W96-9;38;8152;15961
202206;W96-9;39;37535;98430
202206;W96-9;96;2665;5956
202206;W96-9;16;21606;51390
202206;W96-9;93;728;1977
202206;W96-9;57;2017;5353
202206;W96-9;58;1960;4895
202206;W96-9;37;5430;13345
202206;W96-9;40;6443;14977
202207;W96-9;01;9959;21750
202207;W96-9;70;8469;15845
202207;W96-9;71;13466;26112
202207;W96-9;72;12600;24340
202207;W96-9;73;23451;42024
202207;W96-9;74;14908;28329
202207;W96-9;75;23929;42492
202207;W96-9;76;14070;28695
202207;W96-9;77;7308;15901
202207;W96-9;80;28681;67628
202207;W96-9;81;13639;35359
202207;W96-9;82;16021;43311
202207;W96-9;83;13782;35080
202207;W96-9;84;13466;35716
202207;W96-9;85;12068;31675
202207;W96-9;53;14263;35732
202207;W96-9;56;7414;22181
202207;W96-9;60;3585;9024
202207;W96-9;62;7791;19614
202207;W96-9;94;2526;6914
202207;W96-9;08;3220;8392
202207;W96-9;67;2958;7096
202207;W96-9;11;5843;15002
202207;W96-9;86;1378;3162
202207;W96-9;13;3513;9004
202207;W96-9;14;14108;36638
202207;W96-9;15;2986;8429
202207;W96-9;87;2860;7891
202207;W96-9;18;4181;9508
202207;W96-9;49;542;1335
202207;W96-9;19;12358;34323
202207;W96-9;20;19675;50941
202207;W96-9;21;1785;4390
202207;W96-9;22;3909;9095
202207;W96-9;23;5010;12414
202207;W96-9;51;3362;6999
202207;W96-9;88;1688;3695
202207;W96-9;89;2542;4954
202207;W96-9;63;1013;2528
202207;W96-9;90;804;2094
202207;W96-9;61;470;1179
202207;W96-9;25;15868;38192
202207;W96-9;26;3767;8688
202207;W96-9;27;25833;47688
202207;W96-9;28;2147;5733
202207;W96-9;29;14649;32964
202207;W96-9;91;2684;7016
202207;W96-9;95;5842;15070
202207;W96-9;31;6984;15390
202207;W96-9;32;12277;30749
202207;W96-9;10;4071;7875
202207;W96-9;52;3133;6035
202207;W96-9;33;18078;44447
202207;W96-9;34;923;2290
202207;W96-9;17;3737;9008
202207;W96-9;64;4117;9276
202207;W96-9;59;3491;7941
202207;W96-9;65;575;1443
202207;W96-9;09;13397;25417
202207;W96-9;36;4385;10682
202207;W96-9;92;9261;24006
202207;W96-9;38;8567;17260
202207;W96-9;39;38777;100641
202207;W96-9;96;7442;19054
202207;W96-9;16;22298;50956
202207;W96-9;93;1460;4306
202207;W96-9;57;2409;6164
202207;W96-9;58;2428;7345
202207;W96-9;37;7078;16366
202207;W96-9;40;6135;15959
202208;W96-9;01;8306;19568
202208;W96-9;70;8725;16670
202208;W96-9;71;10512;21667
202208;W96-9;72;10891;21984
202208;W96-9;73;18709;34571
202208;W96-9;74;11864;23274
202208;W96-9;75;19582;38095
202208;W96-9;76;12404;26231
202208;W96-9;77;7060;16155
202208;W96-9;80;29182;71973
202208;W96-9;81;14754;39060
202208;W96-9;82;15148;40312
202208;W96-9;83;14203;37627
202208;W96-9;84;12872;34259
202208;W96-9;85;11197;30069
202208;W96-9;53;13423;33960
202208;W96-9;56;5847;20138
202208;W96-9;60;3895;9535
202208;W96-9;62;6347;16119
202208;W96-9;94;2072;5524
202208;W96-9;08;2507;6231
202208;W96-9;67;2403;5783
202208;W96-9;11;3013;8225
202208;W96-9;86;1211;2607
202208;W96-9;13;2319;5536
202208;W96-9;14;18089;48568
202208;W96-9;15;3998;11730
202208;W96-9;87;3169;9635
202208;W96-9;18;3871;8713
202208;W96-9;49;453;1172
202208;W96-9;19;12648;32537
202208;W96-9;20;40307;115251
202208;W96-9;21;2094;5273
202208;W96-9;22;3113;7285
202208;W96-9;23;4740;11553
202208;W96-9;51;2265;5757
202208;W96-9;88;1772;3924
202208;W96-9;89;2063;3739
202208;W96-9;63;1209;2945
202208;W96-9;90;576;1612
202208;W96-9;61;868;2319
202208;W96-9;25;16028;39688
202208;W96-9;26;1938;4653
202208;W96-9;27;27118;51344
202208;W96-9;28;3101;8222
202208;W96-9;29;18129;41967
202208;W96-9;91;2914;7917
202208;W96-9;95;6435;17516
202208;W96-9;31;4115;9469
202208;W96-9;32;10501;25590
202208;W96-9;10;4130;8174
202208;W96-9;52;2609;5293
202208;W96-9;33;22562;60984
202208;W96-9;34;723;1804
202208;W96-9;17;3415;8662
202208;W96-9;64;5062;10956
202208;W96-9;59;2531;6184
202208;W96-9;65;655;1416
202208;W96-9;09;12669;23605
202208;W96-9;36;3054;6921
202208;W96-9;92;10149;25523
202208;W96-9;38;8020;17302
202208;W96-9;39;31849;77279
202208;W96-9;96;8866;23488
202208;W96-9;16;21756;49322
202208;W96-9;93;1605;5142
202208;W96-9;57;3284;7890
202208;W96-9;58;2185;6507
202208;W96-9;37;5739;14107
202208;W96-9;40;9071;17151
202209;W96-9;01;9688;20379
202209;W96-9;70;8435;15952
202209;W96-9;71;15279;28776
202209;W96-9;72;14459;26926
202209;W96-9;73;27650;46764
202209;W96-9;74;17580;31806
202209;W96-9;75;28559;50836
202209;W96-9;76;16404;31723
202209;W96-9;77;8663;18053
202209;W96-9;80;29847;68889
202209;W96-9;81;14167;35198
202209;W96-9;82;15831;40368
202209;W96-9;83;14193;35549
202209;W96-9;84;13391;33445
202209;W96-9;85;11940;31811
202209;W96-9;53;13204;32041
202209;W96-9;56;3482;11023
202209;W96-9;60;4067;10477
202209;W96-9;62;6072;15052
202209;W96-9;94;2673;6741
202209;W96-9;08;3717;9837
202209;W96-9;67;2214;5276
202209;W96-9;11;3469;9747
202209;W96-9;86;962;2298
202209;W96-9;13;2760;6709
202209;W96-9;14;12083;30145
202209;W96-9;15;2241;6146
202209;W96-9;87;3032;11692
202209;W96-9;18;2900;7456
202209;W96-9;49;603;1292
202209;W96-9;19;12415;37154
202209;W96-9;20;20521;52886
202209;W96-9;21;2186;5860
202209;W96-9;22;6169;13592
202209;W96-9;23;5654;14870
202209;W96-9;51;5488;11491
202209;W96-9;88;1304;2998
202209;W96-9;89;1130;2370
202209;W96-9;63;1143;2827
202209;W96-9;90;837;2286
202209;W96-9;61;570;1463
202209;W96-9;25;10123;25194
202209;W96-9;26;2433;6831
202209;W96-9;27;15433;30555
202209;W96-9;28;2166;5796
202209;W96-9;29;10694;24972
202209;W96-9;91;2466;6836
202209;W96-9;95;3825;8926
202209;W96-9;31;3878;9655
202209;W96-9;32;12498;30246
202209;W96-9;10;3783;6982
202209;W96-9;52;3356;6373
202209;W96-9;33;16453;39770
202209;W96-9;34;663;1709
202209;W96-9;17;3944;9591
202209;W96-9;64;2921;6338
202209;W96-9;59;3688;8256
202209;W96-9;65;734;1484
202209;W96-9;09;10838;18950
202209;W96-9;36;3073;7058
202209;W96-9;92;8486;22110
202209;W96-9;38;7575;14886
202209;W96-9;39;37322;92929
202209;W96-9;96;3799;8222
202209;W96-9;16;20974;49951
202209;W96-9;93;724;1921
202209;W96-9;57;2498;6441
202209;W96-9;58;2849;7228
202209;W96-9;37;7212;16877
202209;W96-9;40;5408;12160
202210;W96-9;01;10078;22550
202210;W96-9;70;10172;20016
202210;W96-9;71;15973;30145
202210;W96-9;72;14707;27963
202210;W96-9;73;27281;47764
202210;W96-9;74;18310;34504
202210;W96-9;75;26321;49857
202210;W96-9;76;16258;34023
202210;W96-9;77;9129;19632
202210;W96-9;80;28413;69563
202210;W96-9;81;13210;34754
202210;W96-9;82;14996;40599
202210;W96-9;83;14336;37606
202210;W96-9;84;12870;33896
202210;W96-9;85;11075;30812
202210;W96-9;53;14160;35906
202210;W96-9;56;2575;6406
202210;W96-9;60;3403;8830
202210;W96-9;62;5397;13636
202210;W96-9;94;2923;7775
202210;W96-9;08;3145;8927
202210;W96-9;67;2664;6303
202210;W96-9;11;2834;8213
202210;W96-9;86;1019;2728
202210;W96-9;13;2635;6712
202210;W96-9;14;13131;34273
202210;W96-9;15;5171;14587
202210;W96-9;87;3407;8762
202210;W96-9;18;2902;7575
202210;W96-9;49;404;1204
202210;W96-9;19;10595;31881
202210;W96-9;20;23510;61540
202210;W96-9;21;1947;5047
202210;W96-9;22;6270;13959
202210;W96-9;23;4682;13641
202210;W96-9;51;4212;10388
202210;W96-9;88;1349;3622
202210;W96-9;89;1265;2915
202210;W96-9;63;917;2406
202210;W96-9;90;650;1778
202210;W96-9;61;494;1487
202210;W96-9;25;9246;22937
202210;W96-9;26;2302;6644
202210;W96-9;27;10463;22254
202210;W96-9;28;2649;6935
202210;W96-9;29;13605;33689
202210;W96-9;91;2871;7971
202210;W96-9;95;3155;7590
202210;W96-9;31;3544;9345
202210;W96-9;32;13827;37186
202210;W96-9;10;3326;8087
202210;W96-9;52;3828;7178
202210;W96-9;33;16272;40175
202210;W96-9;34;506;1334
202210;W96-9;17;3742;9804
202210;W96-9;64;4022;8355
202210;W96-9;59;4891;10305
202210;W96-9;65;919;1878
202210;W96-9;09;11869;22755
202210;W96-9;36;4769;12999
202210;W96-9;92;8682;23301
202210;W96-9;38;8789;17351
202210;W96-9;39;29869;75349
202210;W96-9;96;3400;7937
202210;W96-9;16;18106;44149
202210;W96-9;93;877;2508
202210;W96-9;57;2814;7078
202210;W96-9;58;2943;6456
202210;W96-9;37;6535;16846
202210;W96-9;40;6262;14131
202211;W96-9;01;9288;20409
202211;W96-9;70;8909;17042
202211;W96-9;71;13910;25489
202211;W96-9;72;14127;25425
202211;W96-9;73;25131;42565
202211;W96-9;74;17210;30188
202211;W96-9;75;23602;40973
202211;W96-9;76;16392;31193
202211;W96-9;77;8639;17212
202211;W96-9;80;22690;49471
202211;W96-9;81;9966;23518
202211;W96-9;82;11139;26873
202211;W96-9;83;9932;23753
202211;W96-9;84;9094;20958
202211;W96-9;85;7737;18461
202211;W96-9;53;11270;24678
202211;W96-9;56;1652;4857
202211;W96-9;60;2502;6599
202211;W96-9;62;4432;13024
202211;W96-9;94;2000;5481
202211;W96-9;08;3507;9338
202211;W96-9;67;2296;4830
202211;W96-9;11;2353;5866
202211;W96-9;86;794;1976
202211;W96-9;13;2150;4985
202211;W96-9;14;12759;32514
202211;W96-9;15;4820;13065
202211;W96-9;87;3368;8704
202211;W96-9;18;3416;9174
202211;W96-9;49;491;1117
202211;W96-9;19;10391;33240
202211;W96-9;20;21955;55985
202211;W96-9;21;1755;3904
202211;W96-9;22;8361;18891
202211;W96-9;23;3009;7896
202211;W96-9;51;4898;10550
202211;W96-9;88;1331;3459
202211;W96-9;89;936;2668
202211;W96-9;63;897;2163
202211;W96-9;90;1106;2988
202211;W96-9;61;474;1166
202211;W96-9;25;8040;18727
202211;W96-9;26;1920;4834
202211;W96-9;27;10070;21365
202211;W96-9;28;2963;7577
202211;W96-9;29;21472;41530
202211;W96-9;91;2426;7062
202211;W96-9;95;2014;5219
202211;W96-9;31;3463;8884
202211;W96-9;32;10098;23607
202211;W96-9;10;3574;6693
202211;W96-9;52;3448;6934
202211;W96-9;33;16440;39517
202211;W96-9;34;452;1220
202211;W96-9;17;2723;6405
202211;W96-9;64;2689;5575
202211;W96-9;59;4013;8243
202211;W96-9;65;969;2070
202211;W96-9;09;11262;20278
202211;W96-9;36;4785;13324
202211;W96-9;92;7284;21794
202211;W96-9;38;8391;15299
202211;W96-9;39;26514;64369
202211;W96-9;96;2635;5587
202211;W96-9;16;23333;56572
202211;W96-9;93;1329;3771
202211;W96-9;57;1912;5254
202211;W96-9;58;2249;4793
202211;W96-9;37;4112;9687
202211;W96-9;40;8506;21786
202212;W96-9;01;10159;21952
202212;W96-9;70;9144;16364
202212;W96-9;71;14158;28460
202212;W96-9;72;15562;28514
202212;W96-9;73;23493;41039
202212;W96-9;74;16470;30382
202212;W96-9;75;23798;43446
202212;W96-9;76;14592;30070
202212;W96-9;77;8994;19041
202212;W96-9;80;24596;54646
202212;W96-9;81;11270;27612
202212;W96-9;82;12443;31089
202212;W96-9;83;11979;28997
202212;W96-9;84;10711;25724
202212;W96-9;85;8401;19968
202212;W96-9;53;12646;27140
202212;W96-9;56;2146;5778
202212;W96-9;60;5586;15823
202212;W96-9;62;5584;14285
202212;W96-9;94;2015;5452
202212;W96-9;08;6905;18775
202212;W96-9;67;3430;6997
202212;W96-9;11;2284;6544
202212;W96-9;86;835;2169
202212;W96-9;13;2396;6382
202212;W96-9;14;19360;55994
202212;W96-9;15;14577;43685
202212;W96-9;87;3585;9813
202212;W96-9;18;3589;10552
202212;W96-9;49;442;1313
202212;W96-9;19;15453;56646
202212;W96-9;20;37729;99242
202212;W96-9;21;2818;6587
202212;W96-9;22;8646;19182
202212;W96-9;23;3275;9326
202212;W96-9;51;6695;13524
202212;W96-9;88;1481;3669
202212;W96-9;89;1474;3149
202212;W96-9;63;1132;2846
202212;W96-9;90;2700;9118
202212;W96-9;61;617;1613
202212;W96-9;25;9961;25680
202212;W96-9;26;1841;5164
202212;W96-9;27;11930;23995
202212;W96-9;28;4205;11927
202212;W96-9;29;26471;68534
202212;W96-9;91;3041;8090
202212;W96-9;95;1647;4338
202212;W96-9;31;3238;9547
202212;W96-9;32;12359;30355
202212;W96-9;10;4512;8022
202212;W96-9;52;5061;8996
202212;W96-9;33;24101;64466
202212;W96-9;34;950;2759
202212;W96-9;17;2818;6414
202212;W96-9;64;4046;9021
202212;W96-9;59;6613;14849
202212;W96-9;65;1532;3155
202212;W96-9;09;15876;26156
202212;W96-9;36;5663;13748
202212;W96-9;92;9489;27235
202212;W96-9;38;14193;23509
202212;W96-9;39;38628;98546
202212;W96-9;96;5062;12307
202212;W96-9;16;27752;74898
202212;W96-9;93;3280;9807
202212;W96-9;57;2520;5976
202212;W96-9;58;2125;7584
202212;W96-9;37;4745;11217
202212;W96-9;40;7164;17654
202301;W96-9;01;8546;17231
202301;W96-9;70;6327;11703
202301;W96-9;71;9870;19271
202301;W96-9;72;11239;21049
202301;W96-9;73;16970;30196
202301;W96-9;74;11567;20677
202301;W96-9;75;15646;28303
202301;W96-9;76;9583;19202
202301;W96-9;77;5541;11330
202301;W96-9;80;16583;38084
202301;W96-9;81;7260;18433
202301;W96-9;82;7972;19599
202301;W96-9;83;7573;18530
202301;W96-9;84;6612;16178
202301;W96-9;85;4977;11343
202301;W96-9;53;8676;20081
202301;W96-9;56;1607;4514
202301;W96-9;60;4041;10713
202301;W96-9;62;3085;7719
202301;W96-9;94;2439;6513
202301;W96-9;08;2226;5760
202301;W96-9;67;2220;4871
202301;W96-9;11;1478;3636
202301;W96-9;86;711;1851
202301;W96-9;13;1321;3113
202301;W96-9;14;9223;25365
202301;W96-9;15;7283;23711
202301;W96-9;87;3460;9441
202301;W96-9;18;2317;6154
202301;W96-9;49;215;565
202301;W96-9;19;7836;25079
202301;W96-9;20;26708;76752
202301;W96-9;21;1490;3779
202301;W96-9;22;7186;17375
202301;W96-9;23;1967;4673
202301;W96-9;51;4812;10648
202301;W96-9;88;1446;3569
202301;W96-9;89;1004;2394
202301;W96-9;63;555;1398
202301;W96-9;90;872;2729
202301;W96-9;61;322;722
202301;W96-9;25;5436;13507
202301;W96-9;26;800;2060
202301;W96-9;27;9876;20222
202301;W96-9;28;2019;5443
202301;W96-9;29;9770;21795
202301;W96-9;91;2601;7424
202301;W96-9;95;1290;3438
202301;W96-9;31;1850;4906
202301;W96-9;32;7177;17361
202301;W96-9;10;2290;4506
202301;W96-9;52;1846;3465
202301;W96-9;33;13278;34103
202301;W96-9;34;424;1359
202301;W96-9;17;1544;3606
202301;W96-9;64;4297;9031
202301;W96-9;59;3789;7518
202301;W96-9;65;2915;5396
202301;W96-9;09;5931;10286
202301;W96-9;36;4713;11646
202301;W96-9;92;10088;28572
202301;W96-9;38;6422;12057
202301;W96-9;39;15186;39702
202301;W96-9;96;3137;6760
202301;W96-9;16;13600;33064
202301;W96-9;93;1811;5956
202301;W96-9;57;1755;4461
202301;W96-9;58;1542;4105
202301;W96-9;37;4388;10392
202301;W96-9;40;5473;12376
202302;W96-9;01;9435;19921
202302;W96-9;70;7228;13198
202302;W96-9;71;11567;21560
202302;W96-9;72;10926;21141
202302;W96-9;73;18815;32019
202302;W96-9;74;13269;24878
202302;W96-9;75;18517;33231
202302;W96-9;76;11139;22041
202302;W96-9;77;5935;12083
202302;W96-9;80;17446;39955
202302;W96-9;81;7383;18835
202302;W96-9;82;8066;19856
202302;W96-9;83;7360;18598
202302;W96-9;84;6046;15231
202302;W96-9;85;5606;13936
202302;W96-9;53;8672;20331
202302;W96-9;56;1506;3876
202302;W96-9;60;1864;4606
202302;W96-9;62;3799;9776
202302;W96-9;94;1692;4246
202302;W96-9;08;2349;6328
202302;W96-9;67;2703;5601
202302;W96-9;11;1755;4675
202302;W96-9;86;732;1939
202302;W96-9;13;1425;3636
202302;W96-9;14;11185;30444
202302;W96-9;15;4268;13244
202302;W96-9;87;3047;7815
202302;W96-9;18;2315;6237
202302;W96-9;49;241;1045
202302;W96-9;19;6763;20285
202302;W96-9;20;16877;44146
202302;W96-9;21;2299;5643
202302;W96-9;22;6417;15060
202302;W96-9;23;1791;4670
202302;W96-9;51;3907;8590
202302;W96-9;88;1134;2907
202302;W96-9;89;1162;2529
202302;W96-9;63;639;1795
202302;W96-9;90;664;1778
202302;W96-9;61;176;390
202302;W96-9;25;5501;12635
202302;W96-9;26;1094;2588
202302;W96-9;27;12946;26681
202302;W96-9;28;2615;6845
202302;W96-9;29;9750;20010
202302;W96-9;91;2044;6075
202302;W96-9;95;1592;3751
202302;W96-9;31;2121;7908
202302;W96-9;32;7502;19226
202302;W96-9;10;2737;5319
202302;W96-9;52;2233;4198
202302;W96-9;33;11136;28563
202302;W96-9;34;292;1059
202302;W96-9;17;1637;3794
202302;W96-9;64;4281;9153
202302;W96-9;59;2635;5402
202302;W96-9;65;2682;4726
202302;W96-9;09;8179;14448
202302;W96-9;36;4152;10781
202302;W96-9;92;7143;21877
202302;W96-9;38;6501;12643
202302;W96-9;39;12531;30644
202302;W96-9;96;2407;4745
202302;W96-9;16;14464;35430
202302;W96-9;93;1361;3856
202302;W96-9;57;1544;3965
202302;W96-9;58;2355;5754
202302;W96-9;37;3375;8186
202302;W96-9;40;3944;9149
202303;W96-9;01;11192;23061
202303;W96-9;70;8976;16847
202303;W96-9;71;14047;28244
202303;W96-9;72;13141;25923
202303;W96-9;73;23535;42722
202303;W96-9;74;15509;29549
202303;W96-9;75;22948;42311
202303;W96-9;76;14089;28444
202303;W96-9;77;7349;14591
202303;W96-9;80;23296;53613
202303;W96-9;81;10842;26863
202303;W96-9;82;12073;30502
202303;W96-9;83;10991;29092
202303;W96-9;84;10166;25660
202303;W96-9;85;7872;20431
202303;W96-9;53;13600;31309
202303;W96-9;56;2187;5773
202303;W96-9;60;2031;5716
202303;W96-9;62;4026;9955
202303;W96-9;94;1930;5149
202303;W96-9;08;3149;8258
202303;W96-9;67;4889;9711
202303;W96-9;11;2356;6348
202303;W96-9;86;1015;2892
202303;W96-9;13;2406;6162
202303;W96-9;14;11319;28124
202303;W96-9;15;4912;13782
202303;W96-9;87;4234;11142
202303;W96-9;18;2842;8059
202303;W96-9;49;363;958
202303;W96-9;19;8332;25313
202303;W96-9;20;23439;62112
202303;W96-9;21;3215;8256
202303;W96-9;22;7453;16877
202303;W96-9;23;2790;7512
202303;W96-9;51;3917;9043
202303;W96-9;88;1851;4941
202303;W96-9;89;1099;2816
202303;W96-9;63;777;1983
202303;W96-9;90;583;1744
202303;W96-9;61;215;569
202303;W96-9;25;7044;17410
202303;W96-9;26;1586;4495
202303;W96-9;27;9655;21114
202303;W96-9;28;2318;6203
202303;W96-9;29;8678;19873
202303;W96-9;91;2372;7752
202303;W96-9;95;2485;6207
202303;W96-9;31;3514;8320
202303;W96-9;32;9632;23219
202303;W96-9;10;3396;6594
202303;W96-9;52;2878;5551
202303;W96-9;33;13291;32079
202303;W96-9;34;354;1149
202303;W96-9;17;3021;7428
202303;W96-9;64;4161;8889
202303;W96-9;59;4795;10135
202303;W96-9;65;4178;7383
202303;W96-9;09;10131;17926
202303;W96-9;36;5540;14365
202303;W96-9;92;7952;22266
202303;W96-9;38;7990;15462
202303;W96-9;39;23081;57704
202303;W96-9;96;2758;5115
202303;W96-9;16;19007;45021
202303;W96-9;93;1104;3101
202303;W96-9;57;1798;4895
202303;W96-9;58;2529;6091
202303;W96-9;37;4144;10069
202303;W96-9;40;6354;16230
202304;W96-9;01;10175;22350
202304;W96-9;70;9608;18854
202304;W96-9;71;13728;27627
202304;W96-9;72;13556;26371
202304;W96-9;73;24575;45221
202304;W96-9;74;16572;32724
202304;W96-9;75;22872;43574
202304;W96-9;76;15262;31623
202304;W96-9;77;8049;17600
202304;W96-9;80;33759;87949
202304;W96-9;81;17890;48539
202304;W96-9;82;16650;46420
202304;W96-9;83;17724;50047
202304;W96-9;84;15025;41497
202304;W96-9;85;13010;35773
202304;W96-9;53;17598;45654
202304;W96-9;56;2557;6386
202304;W96-9;60;2999;8621
202304;W96-9;62;6117;17516
202304;W96-9;94;2685;7905
202304;W96-9;08;4032;11334
202304;W96-9;67;6972;15336
202304;W96-9;11;3826;11410
202304;W96-9;86;1779;4884
202304;W96-9;13;3829;10611
202304;W96-9;14;15793;45413
202304;W96-9;15;5488;16320
202304;W96-9;87;3644;9573
202304;W96-9;18;2673;7923
202304;W96-9;49;623;1635
202304;W96-9;19;11265;36558
202304;W96-9;20;33521;91404
202304;W96-9;21;2405;5863
202304;W96-9;22;8249;19607
202304;W96-9;23;4153;11552
202304;W96-9;51;4112;9149
202304;W96-9;88;1726;4491
202304;W96-9;89;1605;4015
202304;W96-9;63;1460;4053
202304;W96-9;90;824;2406
202304;W96-9;61;735;1970
202304;W96-9;25;9465;25822
202304;W96-9;26;2441;6376
202304;W96-9;27;17735;35961
202304;W96-9;28;3249;8778
202304;W96-9;29;10766;26340
202304;W96-9;91;2353;7251
202304;W96-9;95;2188;4955
202304;W96-9;31;5044;13640
202304;W96-9;32;16975;47374
202304;W96-9;10;3606;7287
202304;W96-9;52;4011;8117
202304;W96-9;33;16620;44612
202304;W96-9;34;539;1731
202304;W96-9;17;4167;9993
202304;W96-9;64;6350;13150
202304;W96-9;59;7468;14757
202304;W96-9;65;4325;8268
202304;W96-9;09;11591;21517
202304;W96-9;36;6606;16152
202304;W96-9;92;6923;20758
202304;W96-9;38;8640;16960
202304;W96-9;39;28388;73124
202304;W96-9;96;3891;7845
202304;W96-9;16;21118;52781
202304;W96-9;93;1647;4645
202304;W96-9;57;2024;4844
202304;W96-9;58;2072;6016
202304;W96-9;37;6095;15376
202304;W96-9;40;5059;12813
202305;W96-9;01;10375;21741
202305;W96-9;70;10262;20487
202305;W96-9;71;16407;32554
202305;W96-9;72;14117;28294
202305;W96-9;73;25982;46347
202305;W96-9;74;18328;36055
202305;W96-9;75;25855;50630
202305;W96-9;76;17162;35910
202305;W96-9;77;8973;20559
202305;W96-9;80;31171;78527
202305;W96-9;81;15662;42873
202305;W96-9;82;16236;44086
202305;W96-9;83;16983;45458
202305;W96-9;84;14681;39471
202305;W96-9;85;12500;33709
202305;W96-9;53;16297;41607
202305;W96-9;56;2558;6194
202305;W96-9;60;4888;13150
202305;W96-9;62;6242;16209
202305;W96-9;94;3563;9647
202305;W96-9;08;4108;11404
202305;W96-9;67;6922;13009
202305;W96-9;11;3771;11002
202305;W96-9;86;1460;3888
202305;W96-9;13;3196;8082
202305;W96-9;14;16327;45288
202305;W96-9;15;3492;9709
202305;W96-9;87;3703;9598
202305;W96-9;18;3027;7890
202305;W96-9;49;533;2347
202305;W96-9;19;9087;26627
202305;W96-9;20;19765;48860
202305;W96-9;21;4190;9591
202305;W96-9;22;7091;16373
202305;W96-9;23;7464;20110
202305;W96-9;51;3513;7929
202305;W96-9;88;1438;3686
202305;W96-9;89;1619;3658
202305;W96-9;63;1223;3141
202305;W96-9;90;482;1507
202305;W96-9;61;622;1687
202305;W96-9;25;10303;28700
202305;W96-9;26;2367;6623
202305;W96-9;27;18513;42836
202305;W96-9;28;2475;6510
202305;W96-9;29;9022;21042
202305;W96-9;91;2417;6617
202305;W96-9;95;4326;9084
202305;W96-9;31;4275;11254
202305;W96-9;32;15801;39695
202305;W96-9;10;3740;7752
202305;W96-9;52;2717;5275
202305;W96-9;33;14309;33329
202305;W96-9;34;471;1229
202305;W96-9;17;6058;14176
202305;W96-9;64;7779;14444
202305;W96-9;59;6803;14252
202305;W96-9;65;4432;7978
202305;W96-9;09;11703;20839
202305;W96-9;36;5747;14352
202305;W96-9;92;7053;19112
202305;W96-9;38;8739;16454
202305;W96-9;39;37495;98169
202305;W96-9;96;4687;8962
202305;W96-9;16;23594;56744
202305;W96-9;93;988;2459
202305;W96-9;57;3016;6874
202305;W96-9;58;3114;6344
202305;W96-9;37;7656;19217
202305;W96-9;40;8583;23256
202306;W96-9;01;13397;28957
202306;W96-9;70;10968;21705
202306;W96-9;71;15994;30912
202306;W96-9;72;15100;27995
202306;W96-9;73;27010;49908
202306;W96-9;74;18611;35756
202306;W96-9;75;26284;49473
202306;W96-9;76;17573;35902
202306;W96-9;77;9160;20172
202306;W96-9;80;30175;74511
202306;W96-9;81;16628;41158
202306;W96-9;82;15987;41737
202306;W96-9;83;16577;43728
202306;W96-9;84;13380;34121
202306;W96-9;85;11778;30280
202306;W96-9;53;15480;37560
202306;W96-9;56;5053;11945
202306;W96-9;60;6955;17680
202306;W96-9;62;5574;13019
202306;W96-9;94;3285;9508
202306;W96-9;08;3429;8956
202306;W96-9;67;7955;16263
202306;W96-9;11;2879;7142
202306;W96-9;86;1393;3088
202306;W96-9;13;3725;9189
202306;W96-9;14;14745;36906
202306;W96-9;15;2975;8170
202306;W96-9;87;4275;10926
202306;W96-9;18;3894;9174
202306;W96-9;49;646;1826
202306;W96-9;19;11454;33489
202306;W96-9;20;20682;50408
202306;W96-9;21;4171;9710
202306;W96-9;22;7011;15190
202306;W96-9;23;6910;17627
202306;W96-9;51;3785;8565
202306;W96-9;88;1584;3664
202306;W96-9;89;1833;3765
202306;W96-9;63;948;2427
202306;W96-9;90;618;1533
202306;W96-9;61;1048;2530
202306;W96-9;25;10069;26346
202306;W96-9;26;2805;6748
202306;W96-9;27;19143;38538
202306;W96-9;28;2731;6893
202306;W96-9;29;12889;30859
202306;W96-9;91;2620;6741
202306;W96-9;95;6741;14905
202306;W96-9;31;5952;14104
202306;W96-9;32;13908;33291
202306;W96-9;10;4351;9415
202306;W96-9;52;3471;6906
202306;W96-9;33;14305;34784
202306;W96-9;34;1181;2689
202306;W96-9;17;7451;16694
202306;W96-9;64;8725;17368
