C-SDB_TIT-0;C-W96-0;C-C93-2;F-ANK;F-UEB
202002;W96-9;13;2429;6032
202002;W96-9;14;14100;36466
202002;W96-9;15;6431;17574
202002;W96-9;87;2650;6434
202002;W96-9;18;2696;6456
202002;W96-9;49;284;653
202002;W96-9;19;7439;20414
202002;W96-9;20;18878;46662
202002;W96-9;21;9895;20994
202002;W96-9;22;5753;12030
202002;W96-9;23;2657;6607
202002;W96-9;51;2912;5485
202002;W96-9;88;971;2092
202002;W96-9;89;913;2147
202002;W96-9;63;726;1777
202002;W96-9;90;548;1536
202002;W96-9;61;263;704
202002;W96-9;25;8323;19224
202002;W96-9;26;2026;5121
202002;W96-9;27;8551;16493
202002;W96-9;28;4358;11321
202002;W96-9;29;9201;18721
202002;W96-9;91;12181;29951
202002;W96-9;95;954;2362
202002;W96-9;31;2565;5882
202002;W96-9;32;10626;24546
202002;W96-9;10;2493;5396
202002;W96-9;52;2237;4616
202002;W96-9;33;15455;36701
202002;W96-9;34;443;1219
202002;W96-9;17;1960;4317
202002;W96-9;64;5723;12423
202002;W96-9;59;4131;8301
202002;W96-9;65;4561;8234
202002;W96-9;09;6217;11397
202002;W96-9;36;4393;11688
202002;W96-9;92;8634;19251
202002;W96-9;38;6175;11462
202002;W96-9;39;15982;37849
202002;W96-9;96;2347;4332
202002;W96-9;16;19796;46367
202002;W96-9;93;1379;3758
202002;W96-9;57;2119;5556
202002;W96-9;58;2138;4654
202002;W96-9;37;4147;9914
202002;W96-9;40;2455;5700
202003;W96-9;01;4233;9739
202003;W96-9;70;2843;5991
202003;W96-9;71;4486;9082
202003;W96-9;72;4924;9594
202003;W96-9;73;7405;14310
202003;W96-9;74;5201;10452
202003;W96-9;75;7596;15039
202003;W96-9;76;4147;8587
202003;W96-9;77;2293;4806
202003;W96-9;80;7751;17663
202003;W96-9;81;3748;9663
202003;W96-9;82;4238;10705
202003;W96-9;83;3853;9671
202003;W96-9;84;3889;9266
202003;W96-9;85;2790;6874
202003;W96-9;53;3704;9384
202003;W96-9;56;794;2030
202003;W96-9;60;651;1988
202003;W96-9;62;1302;3111
202003;W96-9;94;1115;2968
202003;W96-9;08;977;2465
202003;W96-9;67;1018;2519
202003;W96-9;11;541;1417
202003;W96-9;86;218;518
202003;W96-9;13;1261;3294
202003;W96-9;14;4258;11531
202003;W96-9;15;1502;4931
202003;W96-9;87;947;2541
202003;W96-9;18;851;2379
202003;W96-9;49;58;157
202003;W96-9;19;840;2507
202003;W96-9;20;2925;8547
202003;W96-9;21;3422;7560
202003;W96-9;22;1762;3889
202003;W96-9;23;1114;2949
202003;W96-9;51;735;1541
202003;W96-9;88;432;998
202003;W96-9;89;327;738
202003;W96-9;63;183;439
202003;W96-9;90;98;220
202003;W96-9;61;114;327
202003;W96-9;25;2675;6597
202003;W96-9;26;530;1376
202003;W96-9;27;1725;4484
202003;W96-9;28;1104;2890
202003;W96-9;29;2633;7136
202003;W96-9;91;5702;14814
202003;W96-9;95;524;2194
202003;W96-9;31;697;1804
202003;W96-9;32;3030;7164
202003;W96-9;10;755;2300
202003;W96-9;52;684;1650
202003;W96-9;33;5179;13263
202003;W96-9;34;117;300
202003;W96-9;17;802;2033
202003;W96-9;64;890;2692
202003;W96-9;59;1744;3608
202003;W96-9;65;1164;2175
202003;W96-9;09;1461;3089
202003;W96-9;36;1398;3994
202003;W96-9;92;3659;9392
202003;W96-9;38;1962;4622
202003;W96-9;39;5907;13759
202003;W96-9;96;1160;2131
202003;W96-9;16;6828;17015
202003;W96-9;93;356;1106
202003;W96-9;57;1100;3112
202003;W96-9;58;1140;2945
202003;W96-9;37;1979;4631
202003;W96-9;40;1118;2752
202004;W96-9;01;412;2500
202004;W96-9;70;133;446
202004;W96-9;71;396;1137
202004;W96-9;72;387;1365
202004;W96-9;73;855;2573
202004;W96-9;74;346;836
202004;W96-9;75;805;2218
202004;W96-9;76;286;885
202004;W96-9;77;139;380
202004;W96-9;80;168;651
202004;W96-9;81;73;294
202004;W96-9;82;82;390
202004;W96-9;83;50;253
202004;W96-9;84;71;418
202004;W96-9;85;40;166
202004;W96-9;53;72;427
202004;W96-9;56;161;2435
202004;W96-9;60;9;169
202004;W96-9;62;15;125
202004;W96-9;94;6;129
202004;W96-9;08;17;319
202004;W96-9;67;21;365
202004;W96-9;11;3;12
202004;W96-9;86;3;5
202004;W96-9;13;32;163
202004;W96-9;14;34;329
202004;W96-9;15;19;124
202004;W96-9;87;12;148
202004;W96-9;18;6;49
202004;W96-9;19;3;134
202004;W96-9;20;35;534
202004;W96-9;21;3;65
202004;W96-9;22;37;180
202004;W96-9;23;10;104
202004;W96-9;51;15;117
202004;W96-9;88;2;9
202004;W96-9;63;0;1
202004;W96-9;90;1;4
202004;W96-9;61;0;30
202004;W96-9;25;13;118
202004;W96-9;26;4;27
202004;W96-9;27;39;345
202004;W96-9;28;8;81
202004;W96-9;29;140;965
202004;W96-9;91;60;376
202004;W96-9;95;55;356
202004;W96-9;31;4;14
202004;W96-9;32;34;259
202004;W96-9;10;102;973
202004;W96-9;52;56;363
202004;W96-9;33;34;373
202004;W96-9;17;18;207
202004;W96-9;64;3;79
202004;W96-9;59;4;107
202004;W96-9;09;66;457
202004;W96-9;36;32;142
202004;W96-9;92;43;240
202004;W96-9;38;157;1410
202004;W96-9;39;37;488
202004;W96-9;96;5;70
202004;W96-9;16;38;304
202004;W96-9;93;2;19
202004;W96-9;57;11;156
202004;W96-9;58;10;276
202004;W96-9;37;17;168
202004;W96-9;40;36;139
202005;W96-9;01;1019;2881
202005;W96-9;70;423;861
202005;W96-9;71;954;2178
202005;W96-9;72;1165;2814
202005;W96-9;73;2064;4263
202005;W96-9;74;1045;2143
202005;W96-9;75;1948;4350
202005;W96-9;76;1071;2158
202005;W96-9;77;463;952
202005;W96-9;80;599;1731
202005;W96-9;81;254;799
202005;W96-9;82;173;603
202005;W96-9;83;221;757
202005;W96-9;84;136;493
202005;W96-9;85;184;575
202005;W96-9;53;206;608
202005;W96-9;56;37;461
202005;W96-9;60;7;9
202005;W96-9;62;34;222
202005;W96-9;94;5;209
202005;W96-9;08;90;406
202005;W96-9;67;31;274
202005;W96-9;11;7;23
202005;W96-9;86;6;20
202005;W96-9;13;4;37
202005;W96-9;14;64;276
202005;W96-9;15;14;89
202005;W96-9;87;33;128
202005;W96-9;18;12;91
202005;W96-9;49;1;1
202005;W96-9;19;11;185
202005;W96-9;20;73;562
202005;W96-9;21;6;35
202005;W96-9;22;62;203
202005;W96-9;23;50;124
202005;W96-9;51;35;135
202005;W96-9;89;7;7
202005;W96-9;63;5;5
202005;W96-9;90;1;3
202005;W96-9;61;0;15
202005;W96-9;25;60;204
202005;W96-9;26;1;4
202005;W96-9;27;79;846
202005;W96-9;28;21;188
202005;W96-9;29;394;1275
202005;W96-9;91;62;481
202005;W96-9;95;108;335
202005;W96-9;31;40;50
202005;W96-9;32;151;468
202005;W96-9;10;181;1505
202005;W96-9;52;88;488
202005;W96-9;33;46;274
202005;W96-9;17;1;152
202005;W96-9;64;6;50
202005;W96-9;59;6;77
202005;W96-9;65;28;28
202005;W96-9;09;78;338
202005;W96-9;36;10;10
202005;W96-9;92;35;146
202005;W96-9;38;193;1360
202005;W96-9;39;126;683
202005;W96-9;96;6;70
202005;W96-9;16;53;249
202005;W96-9;57;10;102
202005;W96-9;58;9;250
202005;W96-9;37;4;109
202005;W96-9;40;31;113
202006;W96-9;01;3989;8011
202006;W96-9;70;2438;4126
202006;W96-9;71;4439;8154
202006;W96-9;72;4937;8576
202006;W96-9;73;8475;15186
202006;W96-9;74;5781;10328
202006;W96-9;75;8180;14494
202006;W96-9;76;5690;11005
202006;W96-9;77;3080;6092
202006;W96-9;80;6937;15718
202006;W96-9;81;3108;7468
202006;W96-9;82;3195;7334
202006;W96-9;83;2954;6924
202006;W96-9;84;2533;5882
202006;W96-9;85;2273;5894
202006;W96-9;53;2050;4848
202006;W96-9;56;117;516
202006;W96-9;60;43;74
202006;W96-9;62;353;814
202006;W96-9;94;38;222
202006;W96-9;08;315;911
202006;W96-9;67;64;238
202006;W96-9;11;68;190
202006;W96-9;86;100;157
202006;W96-9;13;232;529
202006;W96-9;14;657;1613
202006;W96-9;15;137;299
202006;W96-9;87;87;239
202006;W96-9;18;87;256
202006;W96-9;49;32;85
202006;W96-9;19;47;228
202006;W96-9;20;1027;2277
202006;W96-9;21;24;115
202006;W96-9;22;446;1064
202006;W96-9;23;122;298
202006;W96-9;51;379;766
202006;W96-9;88;79;146
202006;W96-9;89;64;80
202006;W96-9;63;149;339
202006;W96-9;90;10;19
202006;W96-9;61;18;30
202006;W96-9;25;728;1670
202006;W96-9;26;48;260
202006;W96-9;27;1313;3122
202006;W96-9;28;85;255
202006;W96-9;29;1684;4050
202006;W96-9;91;219;700
202006;W96-9;95;19;87
202006;W96-9;31;75;186
202006;W96-9;32;2543;6335
202006;W96-9;10;625;1494
202006;W96-9;52;403;1013
202006;W96-9;33;342;1037
202006;W96-9;34;11;40
202006;W96-9;17;17;143
202006;W96-9;64;54;135
202006;W96-9;59;68;241
202006;W96-9;65;25;87
202006;W96-9;09;1533;2774
202006;W96-9;36;171;346
202006;W96-9;92;152;388
202006;W96-9;38;1824;3970
202006;W96-9;39;584;1751
202006;W96-9;96;74;290
202006;W96-9;16;1930;4721
202006;W96-9;93;49;133
202006;W96-9;57;82;312
202006;W96-9;58;41;353
202006;W96-9;37;105;260
202006;W96-9;40;444;935
202007;W96-9;01;6024;13564
202007;W96-9;70;4110;8048
202007;W96-9;71;6617;13178
202007;W96-9;72;7495;13725
202007;W96-9;73;13458;25101
202007;W96-9;74;8637;17197
202007;W96-9;75;11975;23438
202007;W96-9;76;8805;19171
202007;W96-9;77;4708;10823
202007;W96-9;80;16239;41062
202007;W96-9;81;7212;19400
202007;W96-9;82;9185;25397
202007;W96-9;83;7397;20414
202007;W96-9;84;7476;20608
202007;W96-9;85;6899;18380
202007;W96-9;53;6373;16419
202007;W96-9;56;160;475
202007;W96-9;60;67;179
202007;W96-9;62;2758;7137
202007;W96-9;94;144;531
202007;W96-9;08;520;1384
202007;W96-9;67;272;776
202007;W96-9;11;1105;2727
202007;W96-9;86;1014;2463
202007;W96-9;13;666;1775
202007;W96-9;14;4085;10219
202007;W96-9;15;465;1085
202007;W96-9;87;167;588
202007;W96-9;18;1283;1956
202007;W96-9;49;95;241
202007;W96-9;19;151;663
202007;W96-9;20;3800;9289
202007;W96-9;21;73;313
202007;W96-9;22;622;1729
202007;W96-9;23;124;428
202007;W96-9;51;583;1393
202007;W96-9;88;324;628
202007;W96-9;89;433;748
202007;W96-9;63;454;1213
202007;W96-9;90;157;370
202007;W96-9;61;16;38
202007;W96-9;25;4461;11133
202007;W96-9;26;258;683
202007;W96-9;27;9473;16803
202007;W96-9;28;120;344
202007;W96-9;29;2700;7040
202007;W96-9;91;588;1644
202007;W96-9;95;48;304
202007;W96-9;31;217;458
202007;W96-9;32;8293;22679
202007;W96-9;10;1458;3339
202007;W96-9;52;925;1872
202007;W96-9;33;3263;7956
202007;W96-9;34;35;120
202007;W96-9;17;75;303
202007;W96-9;64;132;203
202007;W96-9;59;169;484
202007;W96-9;65;67;185
202007;W96-9;09;5301;9748
202007;W96-9;36;233;451
202007;W96-9;92;401;1139
202007;W96-9;38;3281;7390
202007;W96-9;39;1511;4256
202007;W96-9;96;165;418
202007;W96-9;16;1480;3567
202007;W96-9;93;164;451
202007;W96-9;57;242;675
202007;W96-9;58;150;652
202007;W96-9;37;452;995
202007;W96-9;40;937;1986
202008;W96-9;01;6192;14768
202008;W96-9;70;4398;8531
202008;W96-9;71;7256;14393
202008;W96-9;72;7935;15305
202008;W96-9;73;14546;26919
202008;W96-9;74;9055;17906
202008;W96-9;75;14078;27382
202008;W96-9;76;9479;20707
202008;W96-9;77;5541;12979
202008;W96-9;80;20007;52917
202008;W96-9;81;9214;26471
202008;W96-9;82;9904;27241
202008;W96-9;83;8389;23742
202008;W96-9;84;7742;21741
202008;W96-9;85;7441;20183
202008;W96-9;53;6696;17536
202008;W96-9;56;252;821
202008;W96-9;60;122;394
202008;W96-9;62;1707;4790
202008;W96-9;94;139;601
202008;W96-9;08;509;1566
202008;W96-9;67;233;643
202008;W96-9;11;763;1959
202008;W96-9;86;460;994
202008;W96-9;13;501;1217
202008;W96-9;14;6181;17156
202008;W96-9;15;653;1764
202008;W96-9;87;248;766
202008;W96-9;18;306;709
202008;W96-9;49;32;72
202008;W96-9;19;247;1165
202008;W96-9;20;9009;23604
202008;W96-9;21;114;528
202008;W96-9;22;795;2065
202008;W96-9;23;146;423
202008;W96-9;51;489;1113
202008;W96-9;88;172;319
202008;W96-9;89;166;379
202008;W96-9;63;662;1844
202008;W96-9;90;160;433
202008;W96-9;61;35;83
202008;W96-9;25;5801;14572
202008;W96-9;26;229;580
202008;W96-9;27;13257;23934
202008;W96-9;28;271;682
202008;W96-9;29;2690;6269
202008;W96-9;91;510;1459
202008;W96-9;95;69;474
202008;W96-9;31;329;687
202008;W96-9;32;6287;16461
202008;W96-9;10;1685;3372
202008;W96-9;52;1098;2204
202008;W96-9;33;3380;9259
202008;W96-9;34;43;192
202008;W96-9;17;181;531
202008;W96-9;64;137;371
202008;W96-9;59;274;444
202008;W96-9;65;62;184
202008;W96-9;09;5608;10222
202008;W96-9;36;325;675
202008;W96-9;92;600;1352
202008;W96-9;38;4074;8223
202008;W96-9;39;1861;6193
202008;W96-9;96;192;636
202008;W96-9;16;3587;9040
202008;W96-9;93;406;1116
202008;W96-9;57;303;839
202008;W96-9;58;218;585
202008;W96-9;37;337;892
202008;W96-9;40;1110;2371
202009;W96-9;01;7069;15975
202009;W96-9;70;4087;8352
202009;W96-9;71;7263;14469
202009;W96-9;72;8003;15408
202009;W96-9;73;13807;25752
202009;W96-9;74;8722;16935
202009;W96-9;75;13082;24893
202009;W96-9;76;7909;16650
202009;W96-9;77;4398;9557
202009;W96-9;80;9696;25383
202009;W96-9;81;4764;13651
202009;W96-9;82;5100;14548
202009;W96-9;83;4858;13569
202009;W96-9;84;4268;12170
202009;W96-9;85;4165;12095
202009;W96-9;53;3886;10710
202009;W96-9;56;269;1058
202009;W96-9;60;108;457
202009;W96-9;62;1323;3450
202009;W96-9;94;86;252
202009;W96-9;08;743;2247
202009;W96-9;67;211;672
202009;W96-9;11;625;1715
202009;W96-9;86;99;264
202009;W96-9;13;409;1172
202009;W96-9;14;3285;9026
202009;W96-9;15;550;1379
202009;W96-9;87;250;970
202009;W96-9;18;222;557
202009;W96-9;49;39;62
202009;W96-9;19;391;1420
202009;W96-9;20;4730;11924
202009;W96-9;21;75;310
202009;W96-9;22;856;2326
202009;W96-9;23;192;592
202009;W96-9;51;533;1585
202009;W96-9;88;98;300
202009;W96-9;89;79;125
202009;W96-9;63;582;1593
202009;W96-9;90;210;541
202009;W96-9;61;41;61
202009;W96-9;25;3799;9999
202009;W96-9;26;122;320
202009;W96-9;27;6917;14442
202009;W96-9;28;338;880
202009;W96-9;29;2923;7412
202009;W96-9;91;593;1780
202009;W96-9;95;49;449
202009;W96-9;31;297;796
202009;W96-9;32;3548;9595
202009;W96-9;10;1053;2596
202009;W96-9;52;1087;2781
202009;W96-9;33;1425;3820
202009;W96-9;34;169;386
202009;W96-9;17;140;367
202009;W96-9;64;71;263
202009;W96-9;59;150;466
202009;W96-9;65;23;99
202009;W96-9;09;4031;7774
202009;W96-9;36;291;783
202009;W96-9;92;701;1904
202009;W96-9;38;1151;3688
202009;W96-9;39;1447;4789
202009;W96-9;96;134;565
202009;W96-9;16;1962;5694
202009;W96-9;93;188;470
202009;W96-9;57;328;1061
202009;W96-9;58;292;982
202009;W96-9;37;250;902
202009;W96-9;40;1025;2408
202010;W96-9;01;6697;15255
202010;W96-9;70;3508;6437
202010;W96-9;71;6236;11812
202010;W96-9;72;6769;14240
202010;W96-9;73;11962;22345
202010;W96-9;74;6829;13208
202010;W96-9;75;10203;19702
202010;W96-9;76;6689;14168
202010;W96-9;77;3413;7970
202010;W96-9;80;2792;6806
202010;W96-9;81;1180;3690
202010;W96-9;82;1382;3977
202010;W96-9;83;1487;4828
202010;W96-9;84;1126;3133
202010;W96-9;85;1114;3133
202010;W96-9;53;1447;3880
202010;W96-9;56;436;1287
202010;W96-9;60;77;382
202010;W96-9;62;539;1728
202010;W96-9;94;86;333
202010;W96-9;08;606;1898
202010;W96-9;67;112;395
202010;W96-9;11;251;837
202010;W96-9;86;83;135
202010;W96-9;13;214;536
202010;W96-9;14;2033;6119
202010;W96-9;15;569;1299
202010;W96-9;87;257;939
202010;W96-9;18;147;383
202010;W96-9;49;31;38
202010;W96-9;19;177;778
202010;W96-9;20;3584;9164
202010;W96-9;21;128;426
202010;W96-9;22;1075;2808
202010;W96-9;23;175;685
202010;W96-9;51;501;1650
202010;W96-9;88;81;170
202010;W96-9;89;82;172
202010;W96-9;63;374;879
202010;W96-9;90;211;501
202010;W96-9;61;46;79
202010;W96-9;25;1106;2841
202010;W96-9;26;64;126
202010;W96-9;27;3274;8145
202010;W96-9;28;348;825
202010;W96-9;29;2069;5733
202010;W96-9;91;764;1993
202010;W96-9;95;57;704
202010;W96-9;31;405;1094
202010;W96-9;32;1097;3461
202010;W96-9;10;1122;3640
202010;W96-9;52;450;1271
202010;W96-9;33;928;2613
202010;W96-9;34;208;337
202010;W96-9;17;79;366
202010;W96-9;64;49;295
202010;W96-9;59;159;422
202010;W96-9;65;31;179
202010;W96-9;09;1656;3687
202010;W96-9;36;226;632
202010;W96-9;92;786;2386
202010;W96-9;38;1283;3379
202010;W96-9;39;1043;3860
202010;W96-9;96;344;691
202010;W96-9;16;1630;4996
202010;W96-9;93;78;198
202010;W96-9;57;284;810
202010;W96-9;58;212;812
202010;W96-9;37;218;683
202010;W96-9;40;947;2262
202011;W96-9;01;2552;7697
202011;W96-9;70;1003;2675
202011;W96-9;71;1782;4350
202011;W96-9;72;1762;4820
202011;W96-9;73;3463;7896
202011;W96-9;74;1860;4751
202011;W96-9;75;3555;8740
202011;W96-9;76;1607;3939
202011;W96-9;77;775;2065
202011;W96-9;80;1109;3107
202011;W96-9;81;433;1697
202011;W96-9;82;468;1627
202011;W96-9;83;392;1337
202011;W96-9;84;365;1404
202011;W96-9;85;304;979
202011;W96-9;53;516;1654
202011;W96-9;56;400;1044
202011;W96-9;60;11;164
202011;W96-9;62;130;399
202011;W96-9;94;11;107
202011;W96-9;08;151;609
202011;W96-9;67;60;291
202011;W96-9;11;58;212
202011;W96-9;86;11;16
202011;W96-9;13;123;387
202011;W96-9;14;391;1247
202011;W96-9;15;83;248
202011;W96-9;87;54;356
202011;W96-9;18;113;290
202011;W96-9;49;1;3
202011;W96-9;19;47;331
202011;W96-9;20;603;2182
202011;W96-9;21;62;276
202011;W96-9;22;334;1265
202011;W96-9;23;54;354
202011;W96-9;51;149;956
202011;W96-9;88;14;50
202011;W96-9;89;21;62
202011;W96-9;63;37;128
202011;W96-9;90;21;99
202011;W96-9;61;6;11
202011;W96-9;25;420;926
202011;W96-9;26;10;79
202011;W96-9;27;836;2582
202011;W96-9;28;53;238
202011;W96-9;29;512;2081
202011;W96-9;91;191;701
202011;W96-9;95;27;219
202011;W96-9;31;70;286
202011;W96-9;32;412;1671
202011;W96-9;10;367;1277
202011;W96-9;52;149;471
202011;W96-9;33;186;690
202011;W96-9;34;12;97
202011;W96-9;17;32;243
202011;W96-9;64;15;132
202011;W96-9;59;32;97
202011;W96-9;65;12;99
202011;W96-9;09;399;1047
202011;W96-9;36;67;325
202011;W96-9;92;223;904
202011;W96-9;38;353;1535
202011;W96-9;39;284;1644
202011;W96-9;96;242;863
202011;W96-9;16;378;1645
202011;W96-9;93;20;60
202011;W96-9;57;100;396
202011;W96-9;58;178;817
202011;W96-9;37;52;434
202011;W96-9;40;261;748
202012;W96-9;01;2150;7265
202012;W96-9;70;949;2301
202012;W96-9;71;1516;4119
202012;W96-9;72;1548;5807
202012;W96-9;73;2557;6409
202012;W96-9;74;1453;3642
202012;W96-9;75;2774;8714
202012;W96-9;76;1371;3450
202012;W96-9;77;631;1738
202012;W96-9;80;872;2531
202012;W96-9;81;308;1028
202012;W96-9;82;308;1125
202012;W96-9;83;305;930
202012;W96-9;84;292;1082
202012;W96-9;85;270;780
202012;W96-9;53;425;1480
202012;W96-9;56;269;592
202012;W96-9;60;6;34
202012;W96-9;62;105;269
202012;W96-9;94;11;122
202012;W96-9;08;79;447
202012;W96-9;67;63;315
202012;W96-9;11;47;223
202012;W96-9;86;9;15
202012;W96-9;13;99;256
202012;W96-9;14;306;1130
202012;W96-9;15;103;197
202012;W96-9;87;56;461
202012;W96-9;18;11;94
202012;W96-9;49;8;22
202012;W96-9;19;46;205
202012;W96-9;20;408;1600
202012;W96-9;21;19;157
202012;W96-9;22;245;885
202012;W96-9;23;30;170
202012;W96-9;51;136;849
202012;W96-9;88;19;57
202012;W96-9;89;8;38
202012;W96-9;63;15;41
202012;W96-9;90;7;81
202012;W96-9;61;1;1
202012;W96-9;25;374;751
202012;W96-9;26;40;50
202012;W96-9;27;471;1755
202012;W96-9;28;37;133
202012;W96-9;29;395;1242
202012;W96-9;91;178;713
202012;W96-9;95;20;126
202012;W96-9;31;57;181
202012;W96-9;32;391;1278
202012;W96-9;10;195;532
202012;W96-9;52;170;543
202012;W96-9;33;129;342
202012;W96-9;34;4;66
202012;W96-9;17;9;143
202012;W96-9;64;5;6
202012;W96-9;59;27;110
202012;W96-9;65;0;1
202012;W96-9;09;210;708
202012;W96-9;36;61;186
202012;W96-9;92;203;944
202012;W96-9;38;233;1188
202012;W96-9;39;164;1190
202012;W96-9;96;245;551
202012;W96-9;16;332;1309
202012;W96-9;93;12;90
202012;W96-9;57;39;176
202012;W96-9;58;45;602
202012;W96-9;37;20;223
202012;W96-9;40;204;581
202101;W96-9;01;1544;6040
202101;W96-9;70;571;1303
202101;W96-9;71;1244;3001
202101;W96-9;72;1221;3553
202101;W96-9;73;2103;4936
202101;W96-9;74;1334;4564
202101;W96-9;75;2238;5744
202101;W96-9;76;1151;2812
202101;W96-9;77;564;1251
202101;W96-9;80;562;1757
202101;W96-9;81;276;891
202101;W96-9;82;249;892
202101;W96-9;83;219;684
202101;W96-9;84;233;697
202101;W96-9;85;247;848
202101;W96-9;53;313;913
202101;W96-9;56;66;265
202101;W96-9;60;10;130
202101;W96-9;62;92;175
202101;W96-9;94;12;213
202101;W96-9;08;72;321
202101;W96-9;67;25;118
202101;W96-9;11;19;45
202101;W96-9;86;2;3
202101;W96-9;13;121;385
202101;W96-9;14;222;841
202101;W96-9;15;52;201
202101;W96-9;87;49;379
202101;W96-9;18;16;185
202101;W96-9;49;12;29
202101;W96-9;19;15;96
202101;W96-9;20;281;1117
202101;W96-9;21;6;62
202101;W96-9;22;115;594
202101;W96-9;23;34;323
202101;W96-9;51;109;785
202101;W96-9;88;23;118
202101;W96-9;89;11;53
202101;W96-9;63;12;67
202101;W96-9;90;25;41
202101;W96-9;61;2;4
202101;W96-9;25;440;741
202101;W96-9;26;6;48
202101;W96-9;27;335;1154
202101;W96-9;28;21;109
202101;W96-9;29;343;1120
202101;W96-9;91;130;550
202101;W96-9;95;10;84
202101;W96-9;31;27;90
202101;W96-9;32;270;767
202101;W96-9;10;117;552
202101;W96-9;52;146;472
202101;W96-9;33;86;306
202101;W96-9;34;4;37
202101;W96-9;17;1;151
202101;W96-9;64;4;23
202101;W96-9;59;16;69
202101;W96-9;65;4;35
202101;W96-9;09;165;605
202101;W96-9;36;45;229
202101;W96-9;92;136;504
202101;W96-9;38;222;944
202101;W96-9;39;134;1070
202101;W96-9;96;280;651
202101;W96-9;16;167;829
202101;W96-9;93;22;127
202101;W96-9;57;41;183
202101;W96-9;58;32;193
202101;W96-9;37;27;265
202101;W96-9;40;153;357
202102;W96-9;01;1599;6859
202102;W96-9;70;792;1749
202102;W96-9;71;1731;3880
202102;W96-9;72;1549;3774
202102;W96-9;73;2758;6125
202102;W96-9;74;1853;4236
202102;W96-9;75;2954;6944
202102;W96-9;76;1340;2912
202102;W96-9;77;1082;2238
202102;W96-9;80;816;2096
202102;W96-9;81;350;1041
202102;W96-9;82;422;1337
202102;W96-9;83;361;1216
202102;W96-9;84;312;869
202102;W96-9;85;293;928
202102;W96-9;53;457;1298
202102;W96-9;56;68;280
202102;W96-9;60;10;124
202102;W96-9;62;87;179
202102;W96-9;94;10;111
202102;W96-9;08;77;297
202102;W96-9;67;20;148
202102;W96-9;11;37;80
202102;W96-9;86;8;9
202102;W96-9;13;153;537
202102;W96-9;14;206;779
202102;W96-9;15;36;171
202102;W96-9;87;93;488
202102;W96-9;18;6;164
202102;W96-9;49;6;17
202102;W96-9;19;33;164
202102;W96-9;20;395;1204
202102;W96-9;21;15;134
202102;W96-9;22;234;720
202102;W96-9;23;22;213
202102;W96-9;51;152;935
202102;W96-9;88;11;172
202102;W96-9;89;24;43
202102;W96-9;63;19;58
202102;W96-9;90;5;15
202102;W96-9;61;1;1
202102;W96-9;25;332;558
202102;W96-9;26;8;36
202102;W96-9;27;466;1579
202102;W96-9;28;40;108
202102;W96-9;29;397;1434
202102;W96-9;91;192;632
202102;W96-9;95;15;115
202102;W96-9;31;27;86
202102;W96-9;32;315;986
202102;W96-9;10;251;925
202102;W96-9;52;184;752
202102;W96-9;33;148;325
202102;W96-9;34;7;95
202102;W96-9;17;26;174
202102;W96-9;64;12;134
202102;W96-9;59;19;105
202102;W96-9;65;5;27
202102;W96-9;09;222;732
202102;W96-9;36;61;225
202102;W96-9;92;241;957
202102;W96-9;38;271;1235
202102;W96-9;39;149;1043
202102;W96-9;96;308;629
202102;W96-9;16;161;989
202102;W96-9;93;16;105
202102;W96-9;57;47;346
202102;W96-9;58;32;334
202102;W96-9;37;13;147
202102;W96-9;40;174;334
202103;W96-9;01;2649;8631
202103;W96-9;70;999;2508
202103;W96-9;71;2107;4676
202103;W96-9;72;1957;4966
202103;W96-9;73;3617;8086
202103;W96-9;74;2642;5474
202103;W96-9;75;3910;9532
202103;W96-9;76;1721;3615
202103;W96-9;77;1000;2286
202103;W96-9;80;1233;3085
202103;W96-9;81;466;1439
202103;W96-9;82;594;1843
202103;W96-9;83;452;1347
202103;W96-9;84;417;1272
202103;W96-9;85;345;1079
202103;W96-9;53;610;1699
202103;W96-9;56;83;539
202103;W96-9;60;12;266
202103;W96-9;62;99;191
202103;W96-9;94;14;160
202103;W96-9;08;105;591
202103;W96-9;67;74;288
202103;W96-9;11;50;100
202103;W96-9;86;9;11
202103;W96-9;13;161;636
202103;W96-9;14;239;941
202103;W96-9;15;51;258
202103;W96-9;87;49;271
202103;W96-9;18;18;159
202103;W96-9;49;1;2
202103;W96-9;19;82;252
202103;W96-9;20;406;1176
202103;W96-9;21;22;180
202103;W96-9;22;289;934
202103;W96-9;23;47;248
202103;W96-9;51;191;1050
202103;W96-9;88;34;84
202103;W96-9;89;27;39
202103;W96-9;63;21;86
202103;W96-9;90;5;13
202103;W96-9;61;1;2
202103;W96-9;25;412;744
202103;W96-9;26;14;79
202103;W96-9;27;700;2694
202103;W96-9;28;68;172
202103;W96-9;29;480;1872
202103;W96-9;91;321;998
202103;W96-9;95;13;205
202103;W96-9;31;25;207
202103;W96-9;32;456;1277
202103;W96-9;10;257;876
202103;W96-9;52;267;855
202103;W96-9;33;176;558
202103;W96-9;34;6;82
202103;W96-9;17;21;185
202103;W96-9;64;12;46
202103;W96-9;59;27;95
202103;W96-9;65;1;5
202103;W96-9;09;337;1078
202103;W96-9;36;94;432
202103;W96-9;92;227;956
202103;W96-9;38;363;1718
202103;W96-9;39;208;1012
202103;W96-9;96;504;797
202103;W96-9;16;184;901
202103;W96-9;93;19;147
202103;W96-9;57;51;330
202103;W96-9;58;25;192
